"gene.id","protein.id","symbol","chr","start","end","r.raw","r.sex_adj","r.age_adj"
"ENSMUSG00000039109","ENSMUSP00000128316","F13a1",13,36867178,37050244,0.540436890451304,0.557050547654998,0.538049788223779
"ENSMUSG00000015937","ENSMUSP00000016081","H2afy",13,56073619,56136361,0.0638824407141994,0.0432530331878486,0.0648847706724452
"ENSMUSG00000024937","ENSMUSP00000037656","Ehbp1l1",19,5707376,5726317,0.3698951585015,0.402081054705719,0.434076233292142
"ENSMUSG00000032601","ENSMUSP00000035220","Prkar2a",9,108692143,108749512,0.167790317696511,0.188873144580743,0.155350843574264
"ENSMUSG00000031807","ENSMUSP00000034264","Pgls",8,71592176,71601092,0.122986233080158,0.160343104106569,0.211019328894371
"ENSMUSG00000055322","ENSMUSP00000127715","Tns1",1,73910231,74124447,0.17284534966832,0.177408063568669,0.192039137291456
"ENSMUSG00000020422","ENSMUSP00000020695","Tns3",11,8431652,8664535,0.0424462943088134,0.0735906596951637,0.0664579450660808
"ENSMUSG00000037003","ENSMUSP00000129146","Tenc1",15,102102988,102116401,0.249139239826557,0.217706776264021,0.231364319432855
"ENSMUSG00000054894","ENSMUSP00000021372","Atp5s",12,69724962,69744658,0.270183051692971,0.230201773755423,0.316476021006547
"ENSMUSG00000021870","ENSMUSP00000100021","Slmap",14,26413168,26534931,0.471901094767756,0.480808823198152,0.496999220009186
"ENSMUSG00000028743","ENSMUSP00000073459","Akr7a5",4,139310744,139318426,0.538207930727089,0.587379777685176,0.576215792945311
"ENSMUSG00000029994","ENSMUSP00000109305","Anxa4",6,86736840,86793584,0.468235095913008,0.478328485368635,0.49351461031822
"ENSMUSG00000018340","ENSMUSP00000104511","Anxa6",11,54979108,55033445,0.484380816330403,0.542178283873927,0.56657128156666
"ENSMUSG00000076435","ENSMUSP00000099453","Acsf2",11,94557102,94601871,0.733364639739597,0.763264404551175,0.754765465199011
"ENSMUSG00000061518","ENSMUSP00000079944","Cox5b",1,36691487,36693385,-0.0739095784544686,-0.0294956878809219,-0.0719189543986046
"ENSMUSG00000022770","ENSMUSP00000097581","Dlg1",16,31663443,31873356,0.14242247709889,0.171527896314226,0.125727671745712
"ENSMUSG00000042605","ENSMUSP00000056715","Atxn2",5,121711337,121816493,0.17293387520425,0.147260069274244,0.0853102441717143
"ENSMUSG00000021585","ENSMUSP00000065275","Cast",13,74694286,74807921,0.420646980821136,0.37506459134548,0.420811173820193
"ENSMUSG00000000171","ENSMUSP00000000175","Sdhd",9,50596338,50603849,0.114175508907626,0.111431434274017,0.113279269182038
"ENSMUSG00000036879","ENSMUSP00000050788","Phkb",8,85840959,86061376,0.0903667539893242,0.204247652204505,0.113571995573109
"ENSMUSG00000037852","ENSMUSP00000048555","Cpe",8,64592558,64693040,0.331802955150475,0.337202083256005,0.346856209977284
"ENSMUSG00000007036","ENSMUSP00000007251","Abhd16a",17,35089263,35102987,0.0134111617460817,0.0450774727734164,0.0656896599648453
"ENSMUSG00000007029","ENSMUSP00000084572","Vars",17,35000987,35016322,0.0635492893495433,0.00287079993120928,0.0193366432924556
"ENSMUSG00000004929","ENSMUSP00000005057","Thop1",10,81070035,81082559,0.056261623926814,0.0659434041186506,0.0942983910018002
"ENSMUSG00000019846","ENSMUSP00000019992","Lama4",10,38965515,39110188,0.00347292532859431,0.0772590001278243,0.0106589784227894
"ENSMUSG00000044393","ENSMUSP00000057096","Dsg2",18,20558074,20604521,0.245787251400227,0.283008026538818,0.316420458152057
"ENSMUSG00000031636","ENSMUSP00000034053","Pdlim3",8,45885485,45919546,0.768403280263534,0.81573433566139,0.814599246945632
"ENSMUSG00000030224","ENSMUSP00000068267","Strap",6,137735078,137751932,-0.0267290598095728,-0.064675606798381,-0.0176374933818803
"ENSMUSG00000072720","ENSMUSP00000083810","Myo18b",5,112688876,112896362,-0.0475598544611626,-0.0500177246603622,-0.00214883376595584
"ENSMUSG00000024654","ENSMUSP00000051709","Asrgl1",19,9109868,9135636,0.791544826047031,0.850821891477348,0.851270516869937
"ENSMUSG00000024978","ENSMUSP00000057635","Gpam",19,55069734,55099451,0.181592395731375,0.248348034622555,0.247772173184225
"ENSMUSG00000034160","ENSMUSP00000113454","Ogt",20,101640060,101684351,0.0198346761463819,-0.0544988390087045,-0.0037562189345238
"ENSMUSG00000021646","ENSMUSP00000022148","Mccc2",13,99948533,100015639,0.134136837032647,0.105228968375037,0.0964448442267056
"ENSMUSG00000029502","ENSMUSP00000108131","Golga3",5,110176701,110226470,0.334985928048422,0.312858809343902,0.371424700671903
"ENSMUSG00000014195","ENSMUSP00000014339","Dnajc7",11,100582818,100620168,0.387508469437177,0.293461979256879,0.326294285493729
"ENSMUSG00000019961","ENSMUSP00000072092","Tmpo",10,91147571,91171582,0.472469992697537,0.486818002954484,0.498184899745471
"ENSMUSG00000038506","ENSMUSP00000047208","Dcun1d2",8,13255963,13288126,0.0967906595419092,0.114151163386144,0.1518215534241
"ENSMUSG00000025823","ENSMUSP00000076521","Pdia4",6,47796142,47813512,0.051725871712981,0.0601898682442224,0.136962816643626
"ENSMUSG00000027207","ENSMUSP00000028636","Galk2",2,125859109,125984299,0.263217445901775,0.304109757318306,0.297702491126042
"ENSMUSG00000018707","ENSMUSP00000018851","Dync1h1",12,110601452,110666945,-0.0449645366398507,-0.0313794249267129,-0.0446501305550221
"ENSMUSG00000039376","ENSMUSP00000053176","Synpo2l",14,20658946,20668354,0.412512909758753,0.436690909606296,0.475184712885635
"ENSMUSG00000030470","ENSMUSP00000032658","Csrp3",7,48830398,48848051,0.43606700841276,0.44602544289785,0.461044747587622
"ENSMUSG00000026421","ENSMUSP00000095169","Csrp1",1,135720061,135752232,0.0150248929147105,-0.0133579297134316,0.108539284858552
"ENSMUSG00000020612","ENSMUSP00000102288","Prkar1a",11,109649405,109669656,0.16386012893655,0.0671108073922711,0.102489282821108
"ENSMUSG00000039682","ENSMUSP00000040222","Lap3",5,45493374,45512674,0.618723981746869,0.643244047066983,0.684377530939883
"ENSMUSG00000060373","ENSMUSP00000107237","Hnrnpc",14,52073380,52104028,0.1144028309128,0.0293897713521362,0.109966906442964
"ENSMUSG00000022962","ENSMUSP00000023684","Gart",16,91621186,91646952,0.258261186911745,0.268731943527353,0.295695594523411
"ENSMUSG00000001924","ENSMUSP00000086626","Uba1",20,20658326,20683179,0.513385618100593,0.235068715723856,0.513653097952861
"ENSMUSG00000024507","ENSMUSP00000025385","Hsd17b4",18,50128201,50196269,0.392010513956321,0.377791500771868,0.404715881143855
"ENSMUSG00000021731","ENSMUSP00000022245","Mrps30",13,118380110,118387252,0.107043592005401,0.132680457591575,0.144265419221717
"ENSMUSG00000032314","ENSMUSP00000034866","Etfa",9,55454508,55512243,0.289553862485898,0.279522549834647,0.244153758081291
"ENSMUSG00000029610","ENSMUSP00000031613","Aimp2",5,143902704,143909847,0.0207645729513351,0.08098980171933,0.105360340280052
"ENSMUSG00000025980","ENSMUSP00000027123","Hspd1",1,55077835,55088243,0.447036397240332,0.391411365736593,0.251531388286649
"ENSMUSG00000001440","ENSMUSP00000001479","Kpnb1",11,97159714,97187881,0.104771830254065,0.13604901436995,0.104461838843215
"ENSMUSG00000032263","ENSMUSP00000034801","Bckdhb",9,83925150,84124239,0.523255949151392,0.51517942178842,0.520164197510083
"ENSMUSG00000026229","ENSMUSP00000027432","Psmd1",1,86064387,86139151,-0.0350526464249385,-0.0138495943358558,-0.0471168274494526
"ENSMUSG00000024164","ENSMUSP00000024988","C3",17,57203970,57228136,0.209571539997924,0.151934927813179,0.171941135345696
"ENSMUSG00000038195","ENSMUSP00000037238","Rilp",11,75510094,75513168,0.242715324706744,0.252814925011079,0.315386655228875
"ENSMUSG00000019906","ENSMUSP00000020057","Lin7a",10,107271843,107425143,0.0327024339420177,0.0792979110161438,0.0645731066406345
"ENSMUSG00000027162","ENSMUSP00000028583","Lin7c",2,109890853,109901003,-0.00398366011111336,0.02094347907439,0.0630876729452788
"ENSMUSG00000032523","ENSMUSP00000035110","Hhatl",9,121784016,121792507,0.307878756199532,0.320400927562255,0.288676998698547
"ENSMUSG00000027593","ENSMUSP00000112090","Raly",2,154791096,154867261,0.000140482158290951,0.00939211716128253,0.100717936101273
"ENSMUSG00000025348","ENSMUSP00000096712","Itga7",10,128933813,128958277,0.112588625765025,0.14822646155681,0.14714464497683
"ENSMUSG00000010911","ENSMUSP00000011055","Apip",2,103073675,103092644,0.649829661480877,0.672122638914626,0.677455047317135
"ENSMUSG00000020850","ENSMUSP00000018449","Prpf8",11,75486816,75509449,0.0427649810451808,-0.0677649033339044,0.0264277804694069
"ENSMUSG00000022995","ENSMUSP00000077781","Enah",1,181904445,182019980,0.440746405483184,0.460258633036708,0.501664460347806
"ENSMUSG00000060600","ENSMUSP00000072620","Eno3",11,70657202,70662513,0.52355076002549,0.589231522764409,0.633700664030926
"ENSMUSG00000059040","ENSMUSP00000075513","Gm5506",18,48045335,48048378,-0.0230336020450332,0.0191487173629367,0.00943843538661424
"ENSMUSG00000004267","ENSMUSP00000004378","Eno2",6,124760053,124769673,0.0358630878215824,-0.0126992095068312,0.0849739795808782
"ENSMUSG00000063524","ENSMUSP00000114361","Eno1",4,150236721,150248879,0.0753415612346183,0.142722831851455,0.283740988879476
"ENSMUSG00000066632","ENSMUSP00000136544","Pgk1-rs7",12,10898566,10900296,-0.0200585272180514,0.0716327690178597,0.0106735783707485
"ENSMUSG00000026234","ENSMUSP00000027438","Ncl",1,86344719,86359455,-0.0478723673969563,-0.067030177671898,-0.0603448689523119
"ENSMUSG00000051483","ENSMUSP00000049394","Cbr1",16,93607837,93610505,0.483665081083758,0.506098965273892,0.553686508245088
"ENSMUSG00000023921","ENSMUSP00000130941","Mut",17,40934685,40961989,0.716280269326383,0.730812588239048,0.724354673053552
"ENSMUSG00000038239","ENSMUSP00000082459","Hrc",7,45335290,45338973,0.115411629715005,0.078763749359041,0.126751560487318
"ENSMUSG00000073940","ENSMUSP00000095794","Hbb-bt",7,103812524,103813996,0.251449605917856,0.310712089525848,0.336103782534745
"ENSMUSG00000029106","ENSMUSP00000109977","Add1",5,34573664,34632308,0.0279228706856514,0.160741330923402,0.0278344049617735
"ENSMUSG00000062908","ENSMUSP00000072483","Acadm",3,153922357,153944632,0.520767821534845,0.583158634381333,0.672352347976859
"ENSMUSG00000029098","ENSMUSP00000063412","Acox3",5,35583040,35613801,0.295546544094924,0.218990493128432,0.293754412219117
"ENSMUSG00000049287","ENSMUSP00000049823","Iba57",11,59155369,59163739,0.347296069756319,0.383854242268268,0.412387604704828
"ENSMUSG00000008435","ENSMUSP00000113433","Rdh13",7,4424770,4445649,-0.208991125655664,-0.252989116262283,-0.274817288552736
"ENSMUSG00000035936","ENSMUSP00000040591","Aldh5a1",13,24907579,24937661,0.526242724482008,0.534396135469861,0.546789900115644
"ENSMUSG00000002741","ENSMUSP00000002818","Ykt6",11,5955693,5967780,0.0872736822919577,0.0921128115578858,0.126745734847674
"ENSMUSG00000016319","ENSMUSP00000016463","Slc25a5",20,36795651,36798807,0.350417505470229,0.335479404576121,0.377147319341251
"ENSMUSG00000031633","ENSMUSP00000034049","Slc25a4",8,46206797,46211284,-0.00594395736949861,0.0478588125194566,0.0409410524479676
"ENSMUSG00000069041","ENSMUSP00000088723","Slc25a31",3,40708855,40725593,0.0272049849001693,-0.00915242807186913,-0.00113309859282818
"ENSMUSG00000037916","ENSMUSP00000042967","Ndufv1",19,4007497,4012806,0.115531732905523,0.0940529381252321,0.00981216593352555
"ENSMUSG00000040472","ENSMUSP00000061498","Rabggta",14,55715873,55722257,0.301549628891866,0.307122561412325,0.328104408498881
"ENSMUSG00000031827","ENSMUSP00000126329","Cotl1",8,119809225,119840579,0.417887080148846,0.433578997148635,0.429149902565151
"ENSMUSG00000032612","ENSMUSP00000035237","Usp4",9,108347831,108392529,0.187686547733353,0.231501880637439,0.201089564335158
"ENSMUSG00000020124","ENSMUSP00000020334","Usp15",10,123113244,123196935,0.157730443039663,0.261455411861431,0.15160736378376
"ENSMUSG00000029064","ENSMUSP00000130123","Gnb1",4,155491361,155559269,0.104790793176635,0.117529653122619,0.128659007550706
"ENSMUSG00000029713","ENSMUSP00000031726","Gnb2",5,137528127,137533510,0.0266624350943332,0.0035941306560253,0.00516977840615768
"ENSMUSG00000066036","ENSMUSP00000125800","Ubr4",4,139352609,139489588,0.0648588003121266,0.0365100549922255,0.0280056788192653
"ENSMUSG00000031696","ENSMUSP00000034131","Vps35",8,85260397,85299513,0.165730576200567,0.192481204186907,0.169813427715881
"ENSMUSG00000029581","ENSMUSP00000031565","Fscn1",5,142960343,142973185,0.38962285416303,0.424451011314142,0.411950590994289
"ENSMUSG00000029545","ENSMUSP00000031524","Acads",5,115110299,115119346,0.559041261469841,0.534954517798924,0.549598146833469
"ENSMUSG00000027332","ENSMUSP00000028807","Ivd",2,118861954,118882909,0.451938765583616,0.463371152226162,0.45498772547205
"ENSMUSG00000028954","ENSMUSP00000070265","Nub1",5,24685815,24710555,0.131745499712588,0.159337519157348,0.182054373190577
"ENSMUSG00000028518","ENSMUSP00000030243","Prkaa2",4,105029874,105109890,0.192314018482514,0.181953545220715,0.194898741400897
"ENSMUSG00000021171","ENSMUSP00000098548","Esyt2",12,116281222,116373096,0.0997148605126834,0.105476977569903,0.105405954586828
"ENSMUSG00000024429","ENSMUSP00000084450","Gnl1",17,35979851,35989462,0.34824367156541,0.351292792007607,0.393011014010046
"ENSMUSG00000027204","ENSMUSP00000028633","Fbn1",2,125300594,125507993,0.148457711965131,0.15781923935622,0.167672268064273
"ENSMUSG00000024598","ENSMUSP00000025497","Fbn2",18,58008623,58209926,-0.0559560070595954,-0.0506901395179137,-0.0457803475563288
"ENSMUSG00000034853","ENSMUSP00000099823","Acot11",4,106744555,106804998,0.501033119995999,0.51379355488766,0.536227106711241
"ENSMUSG00000033400","ENSMUSP00000124149","Agl",3,116739999,116808166,0.420362977586125,0.490529228904505,0.406996461547917
"ENSMUSG00000020988","ENSMUSP00000021370","L2hgdh",12,69690436,69724874,0.347619072834563,0.349470919022886,0.295299530962831
"ENSMUSG00000046230","ENSMUSP00000068716","Vps13a",19,16616763,16780822,0.15012417827556,0.138228981328889,0.171610079583626
"ENSMUSG00000035284","ENSMUSP00000077040","Vps13c",9,67840396,67995634,0.0806531153077011,0.0281300156331112,0.0380191400955095
"ENSMUSG00000022040","ENSMUSP00000069209","Ephx2",14,66084377,66124500,0.738110152948934,0.751195782285057,0.763182667226161
"ENSMUSG00000029095","ENSMUSP00000050571","Ablim2",5,35757880,35884973,0.317162046128133,0.348754520703426,0.376151600432222
"ENSMUSG00000025085","ENSMUSP00000078336","Ablim1",19,57032733,57314919,0.405963883176456,0.36407429818928,0.355868539188864
"ENSMUSG00000023186","ENSMUSP00000113596","Vwa5a",9,38718268,38743337,0.269184328173448,0.301826943350595,0.310335929324878
"ENSMUSG00000028443","ENSMUSP00000030154","Nudt2",4,41465151,41480926,0.495373383813986,0.494996224263583,0.539948395008753
"ENSMUSG00000034993","ENSMUSP00000048350","Vat1",11,101458745,101466230,0.390208763333132,0.409084014948812,0.3177473505629
"ENSMUSG00000051236","ENSMUSP00000089781","Msrb3",10,120781096,120899101,0.0692571662858238,0.0354677039726608,0.0375231855502121
"ENSMUSG00000029247","ENSMUSP00000031160","Paics",5,76951307,76967509,0.392901376537394,0.457954334021829,0.39698801206063
"ENSMUSG00000025793","ENSMUSP00000101811","Hgs",11,120467635,120483984,0.0311497519022562,0.00902229029568509,-0.000833430773815098
"ENSMUSG00000054889","ENSMUSP00000115062","Dsp",13,38151328,38198577,-0.0429605889907696,-0.044100716864611,-0.0465920413978202
"ENSMUSG00000038302","ENSMUSP00000036149","Lace1",10,42312585,42478565,0.761114522198255,0.793216753939748,0.79923293443319
"ENSMUSG00000018909","ENSMUSP00000095866","Arrb1",7,99535466,99606771,0.298491577784432,0.346907031583965,0.358904098880953
"ENSMUSG00000028383","ENSMUSP00000030078","Hsdl2",4,59581563,59618689,0.611819414295209,0.621008958646815,0.628772284869343
"ENSMUSG00000026874","ENSMUSP00000028233","Hc",2,34983331,35061438,0.133005555621561,0.108683588565653,0.149031332963515
"ENSMUSG00000024803","ENSMUSP00000025718","Ankrd1",19,36111965,36119844,0.782193367611301,0.756759502657633,0.784527301912193
"ENSMUSG00000028932","ENSMUSP00000030769","Psmc2",5,21785283,21803787,0.0454516682003965,-0.00534320515974343,0.00703231425289533
"ENSMUSG00000041720","ENSMUSP00000036162","Pi4ka",16,17280351,17406314,-0.00206431214459532,0.0160163584767468,0.0264891394583632
"ENSMUSG00000026473","ENSMUSP00000083375","Glul",1,153899944,153909723,0.585590556344557,0.589605512880153,0.599740037284508
"ENSMUSG00000058952","ENSMUSP00000077074","Cfi",3,129836739,129875328,0.188650327725382,0.14546190835182,0.13981925380613
"ENSMUSG00000031592","ENSMUSP00000039709","Pcm1",8,41239759,41334086,0.0680450160691816,0.108170751984013,0.0699378030167005
"ENSMUSG00000034903","ENSMUSP00000108049","Cobll1",2,65088339,65239403,0.295570658499038,0.269956282093394,0.311522953995683
"ENSMUSG00000032412","ENSMUSP00000034983","Atp1b3",9,96332680,96364299,0.278022716386307,0.301879798648521,0.358016067547883
"ENSMUSG00000026709","ENSMUSP00000041851","Dars2",1,161040601,161070658,0.32103960940745,0.338695057926603,0.369009891174066
"ENSMUSG00000026496","ENSMUSP00000027777","Parp1",1,180568955,180601253,0.184562960660792,0.106996580678294,0.15755232072837
"ENSMUSG00000024892","ENSMUSP00000063825","Pcx",19,4510472,4621752,0.651318793209043,0.647667643653131,0.697648551518293
"ENSMUSG00000028273","ENSMUSP00000029941","Pdlim5",3,142239586,142395696,0.267828586375547,0.194056103486096,0.282288207114947
"ENSMUSG00000028273","ENSMUSP00000128752","Pdlim5",3,142239586,142395696,-0.0299121231559482,-0.0691605001556755,0.0100230707182439
"ENSMUSG00000001416","ENSMUSP00000001452","Cct3",3,88297116,88321767,0.256159653899315,0.238152946444028,0.273788300459211
"ENSMUSG00000042010","ENSMUSP00000099642","Acacb",5,114146535,114250761,0.413401465282764,0.436630572739223,0.460006693152658
"ENSMUSG00000027823","ENSMUSP00000029405","Gmps",3,63976106,64022579,0.361978451489412,0.428125743576253,0.403832656168767
"ENSMUSG00000041763","ENSMUSP00000085244","Tpp2",1,43934002,44002999,0.216163139666625,0.215433950457839,0.206580689418704
"ENSMUSG00000029059","ENSMUSP00000030935","Fam213b",4,154895504,154899135,0.562580716148718,0.613890699960584,0.644957216148675
"ENSMUSG00000030744","ENSMUSP00000032998","Rps3",7,99477896,99483738,0.0503643102505931,0.0216808113181418,0.062639280454291
"ENSMUSG00000025228","ENSMUSP00000039844","Actr1a",19,46376814,46395735,0.145930298021231,0.153335084235334,0.221839299675814
"ENSMUSG00000017817","ENSMUSP00000017961","Jph2",2,163336242,163397993,0.159445601012171,0.105783624085041,0.115690250697043
"ENSMUSG00000021094","ENSMUSP00000021512","Dhrs7",12,72650356,72664828,0.573936118361431,0.560502631002829,0.564628964771919
"ENSMUSG00000031483","ENSMUSP00000033873","Erlin2",8,27023799,27039433,0.190091386645606,0.180898327817723,0.203287930852966
"ENSMUSG00000027712","ENSMUSP00000029266","Anxa5",3,36448925,36475843,0.484616157905906,0.528955881024031,0.655777281708625
"ENSMUSG00000021226","ENSMUSP00000021649","Acot2",12,83987861,83993873,0.509786098102629,0.549873215664088,0.542194933029246
"ENSMUSG00000027488","ENSMUSP00000105350","Snta1",2,154376313,154408099,0.336694095517303,0.342082725358397,0.36003288841725
"ENSMUSG00000041308","ENSMUSP00000037324","Sntb2",8,106935750,107014192,0.088902910093588,0.0770194537546423,0.062392089042377
"ENSMUSG00000060429","ENSMUSP00000041294","Sntb1",15,55638843,55906949,0.727046785499017,0.75176641428898,0.751490976411099
"ENSMUSG00000014959","ENSMUSP00000107820","Gorasp2",2,70661576,70712636,-0.0277694721210603,-0.0348635158976019,-0.029345752987083
"ENSMUSG00000021037","ENSMUSP00000021425","Ahsa1",12,87266746,87273997,0.234310839066994,0.283284762624934,0.296558215156216
"ENSMUSG00000073838","ENSMUSP00000095656","Tufm",7,126487355,126490730,0.205636171779207,0.149891448773913,0.208507256201514
"ENSMUSG00000021922","ENSMUSP00000006703","Itih4",14,30886476,30901981,0.126055365212808,0.0925187736210455,0.106460538328247
"ENSMUSG00000069833","ENSMUSP00000090633","Ahnak",19,8989284,9076919,0.211678140071367,0.311329381749009,0.339355309332418
"ENSMUSG00000038587","ENSMUSP00000035829","Akap12",10,4266329,4359468,0.357685797149593,0.25597860505421,0.419514751246411
"ENSMUSG00000033788","ENSMUSP00000087022","Dysf",6,84008590,84211060,0.70466276772136,0.754649455600096,0.749337317280996
"ENSMUSG00000028603","ENSMUSP00000030340","Scp2",4,108043839,108144998,0.252584909687807,0.217977574279161,0.297437113008327
"ENSMUSG00000001435","ENSMUSP00000080358","Col18a1",10,77052178,77166548,0.15640118635069,0.155421553310716,0.150521601049625
"ENSMUSG00000047126","ENSMUSP00000099475","Cltc",11,86694351,86757565,0.0857132695295415,0.118935622041146,0.0912466857967876
"ENSMUSG00000055839","ENSMUSP00000066210","Tceb2",17,23824740,23829109,0.0340647244760485,0.0485238108763194,0.00874612472952561
"ENSMUSG00000026356","ENSMUSP00000027602","Dars",1,128363708,128417416,0.205289685150534,0.192863031917775,0.18850209950706
"ENSMUSG00000013160","ENSMUSP00000013304","Atp6v0d1",8,105524465,105566047,0.123501542045691,0.0883376426702368,0.0826987962631423
"ENSMUSG00000050017","ENSMUSP00000083835","Pitpnb",5,111330763,111388359,0.0648044202495036,0.0861372967293183,0.0807699875864957
"ENSMUSG00000017781","ENSMUSP00000115723","Pitpna",11,75588097,75628804,0.272891431847801,0.309417309490817,0.308603964368409
"ENSMUSG00000071497","ENSMUSP00000131850","Nutf2-ps1",19,53588204,53589067,0.110281835628164,0.108504677230828,0.135649624061969
"ENSMUSG00000019907","ENSMUSP00000069257","Ppp1r12a",10,108162400,108277575,0.089512197366229,0.0855273456589465,0.104006115276929
"ENSMUSG00000073557","ENSMUSP00000047463","Ppp1r12b",1,134754658,134955942,0.301324424123298,0.256590308563693,0.319335459363556
"ENSMUSG00000028691","ENSMUSP00000114159","Prdx1",4,116685544,116700822,0.422220163164775,0.48554053915151,0.532096082496879
"ENSMUSG00000030751","ENSMUSP00000033008","Psma1",7,114264606,114276118,0.0698600115145368,0.0596133340471674,0.0427594665302175
"ENSMUSG00000020917","ENSMUSP00000127632","Acly",11,100476353,100528000,0.678486412555247,0.69001871736327,0.720330760767369
"ENSMUSG00000041445","ENSMUSP00000107539","Mmrn2",14,34375504,34404287,0.37979967665916,0.430630027960051,0.421800359627115
"ENSMUSG00000029152","ENSMUSP00000031038","Ociad1",5,73292794,73314077,0.243907221499094,0.266820977665525,0.259499080341757
"ENSMUSG00000060923","ENSMUSP00000074195","Acyp2",11,30505991,30649587,0.29308259960769,0.313418932955118,0.319706293155767
"ENSMUSG00000017756","ENSMUSP00000017900","Slc12a7",13,73763697,73816743,0.554530652072593,0.580728761845097,0.594408893301288
"ENSMUSG00000015968","ENSMUSP00000107869","Cacna1d",14,30039949,30491156,0.0920744547705252,0.0950643792203227,0.089652217567302
"ENSMUSG00000030516","ENSMUSP00000099652","Tjp1",7,65296165,65371239,0.193559599961536,0.239099526045414,0.194504242634422
"ENSMUSG00000024812","ENSMUSP00000097154","Tjp2",19,24094523,24225026,0.190365692165013,0.209401268406181,0.201982602205847
"ENSMUSG00000071708","ENSMUSP00000108148","Sms",20,157443855,157492287,0.553549912601019,0.632981568514235,0.593833582606801
"ENSMUSG00000019710","ENSMUSP00000019854","Mrpl24",3,87919506,87923672,0.117988476429126,0.0946923554444328,0.0935050851074745
"ENSMUSG00000039001","ENSMUSP00000058432","Rps21",2,180257377,180258445,0.00917111838025051,-0.0370172799625668,-0.0251232267156856
"ENSMUSG00000020664","ENSMUSP00000106481","Dld",12,31331564,31351437,0.288274722319848,0.245405467835637,0.323892306706326
"ENSMUSG00000066037","ENSMUSP00000101476","Hnrnpr",4,136310942,136345981,0.12607090631663,0.118305574670454,0.130224353624435
"ENSMUSG00000032423","ENSMUSP00000063744","Syncrip",9,88449729,88482574,-0.0325634162179032,-0.0265994633864267,-0.0806830322380793
"ENSMUSG00000047675","ENSMUSP00000099757","Rps8",4,117153827,117156243,0.0358432982664266,0.0300055514545871,0.0608435001770002
"ENSMUSG00000021832","ENSMUSP00000022380","Psmc6",14,45329824,45349071,-0.0336760954801166,-0.0382185327613371,-0.013312727033113
"ENSMUSG00000008668","ENSMUSP00000008812","Rps18",17,33951999,33956001,0.00176795042139145,-0.0522801775551399,0.0186113937466965
"ENSMUSG00000025544","ENSMUSP00000026624","Tm9sf2",14,122107038,122159604,0.142921568368366,0.197844677920753,0.188275487291071
"ENSMUSG00000021116","ENSMUSP00000071214","Eif2s1",12,78861819,78887010,0.052743483878463,0.0045580618368449,-0.00260005186025592
"ENSMUSG00000058355","ENSMUSP00000079379","Abce1",8,79683442,79711740,0.0713424996849344,0.113439343340976,0.161861290277965
"ENSMUSG00000003316","ENSMUSP00000003404","Glg1",8,111154421,111259216,0.325863598900242,0.327848976943265,0.428214181565237
"ENSMUSG00000043719","ENSMUSP00000125765","Col6a6",9,105689417,105828085,0.207133234757245,0.181293366797335,0.234476789138848
"ENSMUSG00000023723","ENSMUSP00000024486","Mrps23",11,88204388,88211507,0.248375538545253,0.22173556118416,0.292606831782936
"ENSMUSG00000058135","ENSMUSP00000004140","Gstm1",3,108012255,108017973,0.567214138447163,0.607376596667481,0.616447021888672
"ENSMUSG00000004035","ENSMUSP00000004137","Gstm7",3,107926334,107931817,0.443608176073106,0.4590294664206,0.46008505602218
"ENSMUSG00000040562","ENSMUSP00000012348","Gstm2",3,107981702,107986453,0.748833664599331,0.818614579202181,0.814503475207258
"ENSMUSG00000004032","ENSMUSP00000004134","Gstm5",3,107895821,107898686,0.619844981676526,0.661488974416543,0.656216889185376
"ENSMUSG00000027890","ENSMUSP00000029489","Gstm4",3,108040408,108044894,0.470520300466278,0.475255863824794,0.439626886379356
"ENSMUSG00000044252","ENSMUSP00000073957","Osbpl1a",18,12755314,12941841,0.198872320434324,0.188517801698102,0.254478681942617
"ENSMUSG00000038965","ENSMUSP00000111363","Ube2l3",16,17152013,17202649,-0.0459044346943099,-0.104676607361238,-0.0883073893237143
"ENSMUSG00000024066","ENSMUSP00000024866","Xdh",17,73883908,73950182,0.266685186813257,0.319832906895165,0.26320591860931
"ENSMUSG00000038387","ENSMUSP00000042150","Rras",7,45017978,45021646,0.216288179748237,0.193036302206638,0.18834164394179
"ENSMUSG00000055723","ENSMUSP00000069752","Rras2",7,114046785,114117781,0.287741950494592,0.290339933027819,0.38571722091332
"ENSMUSG00000022519","ENSMUSP00000023161","Srl",16,4480216,4541816,0.36584701308286,0.397677381236579,0.401014424938651
"ENSMUSG00000074064","ENSMUSP00000095970","Mlycd",8,119394878,119411102,0.37745898920885,0.445497725767098,0.407927796339774
"ENSMUSG00000025733","ENSMUSP00000044639","Rhot2",17,25838457,25844851,0.234233347303782,0.218645647776729,0.250335779182304
"ENSMUSG00000017686","ENSMUSP00000057669","Rhot1",11,80209019,80267907,0.126742799124575,0.151240158918316,0.154721004549143
"ENSMUSG00000066839","ENSMUSP00000137424","Ecsit",9,22072246,22085438,-0.0874495931152151,-0.0896289442628441,-0.0847445862866034
"ENSMUSG00000024855","ENSMUSP00000025786","Pacs1",19,5133688,5273119,0.0203537790048927,0.0410412765039563,0.0353599555242613
"ENSMUSG00000044734","ENSMUSP00000075690","Serpinb1a",13,32842092,32851185,0.391699665358539,0.461805810421625,0.455039197575039
