"lodcolumn","gene_symbol","gene_chr","gene_start","gene_middle","gene_end","qtl_chr","qtl_pos","qtl_mkr","qtl_lod","cis"
"ENSMUSG00000026751","Nr5a1","2",38.692656,38.703599,38.714542,"8",78.328333,"UNC15057723",6.74965290500193,FALSE
"ENSMUSG00000028845","Tekt2","4",126.322121,126.323904,126.325688,"6",146.73996,"UNC12335235",6.74955835969364,FALSE
"ENSMUSG00000035674","Ndufa3","7",3.617373,3.618768,3.620163,"9",76.220161,"UNC16662626",6.74940468773059,FALSE
"ENSMUSG00000001642","Akr1b3","6",34.303934,34.310716,34.317497,"5",131.264868,"UNC10183106",6.74936332349243,FALSE
"ENSMUSG00000015357","Clpx","9",65.29426,65.312459,65.330658,"X",75.489391,"JAX00713954",6.74928792210349,FALSE
"ENSMUSG00000018648","Dusp14","11",84.048041,84.058651,84.069261,"6",47.370098,"UNC11022614",6.74926152260794,FALSE
"ENSMUSG00000030200","Bcl2l14","6",134.396318,134.417527,134.438736,"5",146.952891,"JAX00136955",6.74925078468356,FALSE
"ENSMUSG00000019817","Plagl1","10",13.090691,13.111192,13.131694,"6",83.723484,"UNC11507130",6.7491991248383,FALSE
"ENSMUSG00000087203","Gm13986","2",117.857291,117.984246,118.111202,"5",19.164142,"JAX00575166",6.74886189394213,FALSE
"ENSMUSG00000095601","Gm21085","X",37.380028,37.38226,37.384493,"15",95.972779,"UNC26168118",6.74885070950038,FALSE
"ENSMUSG00000071362","Gm10330","12",23.778912,23.779588,23.780265,"10",17.474398,"UNC17502772",6.74884536576293,FALSE
"ENSMUSG00000030263","Lrmp","6",145.115653,145.145294,145.174934,"2",163.179125,"UNC4384936",6.74880485256151,FALSE
"ENSMUSG00000094359","Gm25571","4",139.588876,139.588926,139.588977,"13",97.350179,"UNC23169709",6.74871333540744,FALSE
"ENSMUSG00000084021","Gm5832","1",88.022381,88.023172,88.023962,"14",32.63672,"UNC23807940",6.74854013172167,FALSE
"ENSMUSG00000039738","Slx4","16",3.979105,3.991438,4.00377,"X",64.18967,"JAX00712714",6.74839553352981,FALSE
"ENSMUSG00000037847","Nmrk1","19",18.63195,18.642072,18.652194,"10",32.489423,"UNC17705155",6.74805692336833,FALSE
"ENSMUSG00000025290","Rps24","14",24.490681,24.493414,24.496146,"5",24.701724,"UNC8815295",6.74796264664775,FALSE
"ENSMUSG00000085204","Gm15327","13",111.809141,111.81009,111.811039,"7",122.630523,"UNC13759768",6.74794064791738,FALSE
"ENSMUSG00000083360","Gm13105","4",144.131848,144.132864,144.133881,"2",181.425297,"UNC4606016",6.74791004708135,FALSE
"ENSMUSG00000024774","Ankrd22","19",34.122549,34.144301,34.166053,"3",152.888374,"UNC6559563",6.74787259260331,FALSE
"ENSMUSG00000058571","Gpc6","14",116.925297,117.452413,117.979529,"8",12.899265,"UNC14182753",6.74764803685292,FALSE
"ENSMUSG00000041115","Iqsec2","X",152.144268,152.184752,152.225236,"16",5.786447,"UNC26268602",6.74751669226688,FALSE
"ENSMUSG00000063681","Crb1","1",139.197056,139.287078,139.3771,"13",18.361889,"UNC22200065",6.74750467344519,FALSE
"ENSMUSG00000022681","Ntan1","16",13.819251,13.827351,13.835451,"2",116.700376,"UNC3809358",6.74738481486046,FALSE
"ENSMUSG00000091941","Gm7399","10",59.806557,59.806986,59.807414,"10",120.86706,"JAX00300490",6.74728107057115,FALSE
"ENSMUSG00000097146","Gm4211","13",80.957665,80.960698,80.96373,"12",87.198361,"backupUNC120196378",6.74725671235183,FALSE
"ENSMUSG00000030967","Zranb1","7",132.931142,132.958766,132.986391,"15",16.533023,"JAX00394472",6.7470415020763,FALSE
"ENSMUSG00000029427","Zcchc8","5",123.698302,123.709673,123.721044,"4",87.451389,"UNC7682001",6.74687307908563,FALSE
"ENSMUSG00000038292","Ccdc155","7",45.183624,45.194258,45.204892,"11",104.74334,"UNC20298538",6.7468505098986,FALSE
"ENSMUSG00000028115","Bnipl","3",95.241271,95.246232,95.251193,"19",6.532855,"UNC29853576",6.74669518318215,FALSE
"ENSMUSG00000041685","Fcho2","13",98.723407,98.769428,98.815449,"12",65.405134,"UNC21287287",6.74665369811801,FALSE
"ENSMUSG00000079409","Gm5795","14",3.188255,3.192468,3.196681,"2",166.748758,"UNC4438893",6.74660467400899,FALSE
"ENSMUSG00000023979","Guca1b","17",47.385393,47.38918,47.392967,"X",137.859333,"UNC31369362",6.74646532012423,FALSE
"ENSMUSG00000055951","Ccl25","8",4.325227,4.337008,4.34879,"3",126.807728,"UNC6186162",6.74645777478626,FALSE
"ENSMUSG00000065990","Aurkaip1","4",155.831272,155.832201,155.83313,"12",9.848511,"backupUNC120348716",6.74642004561187,FALSE
"ENSMUSG00000020390","Ube2b","11",51.985497,51.99313,52.000762,"X",87.42561,"JAX00715161",6.74634354597066,FALSE
"ENSMUSG00000032064","Dixdc1","9",50.662752,50.701134,50.739517,"7",95.33081,"JAX00154494",6.74627043442011,FALSE
"ENSMUSG00000046191","Pcdhb20","18",37.504264,37.505961,37.507658,"5",56.764925,"UNC9242139",6.74627026146369,FALSE
"ENSMUSG00000034429","Zfp707","15",75.969123,75.972496,75.975868,"11",114.033141,"UNC20439480",6.74621273369807,FALSE
"ENSMUSG00000046434","Hnrnpa1","15",103.240432,103.242694,103.244955,"12",110.016842,"UNC21875595",6.7461906066971,FALSE
"ENSMUSG00000049550","Clip1","5",123.577795,123.631206,123.684618,"8",35.020233,"UNC14484867",6.74618668301228,FALSE
"ENSMUSG00000049550","Clip1","5",123.577795,123.631206,123.684618,"8",35.020233,"UNC14484867",6.74618668301228,FALSE
"ENSMUSG00000029009","Mthfr","4",148.039077,148.049314,148.059551,"1",180.694221,"UNC2312124",6.74615388750814,FALSE
"ENSMUSG00000040118","Cacna2d1","5",15.934691,16.154601,16.374511,"X",92.081221,"backupJAX00715624",6.74615382122724,FALSE
"ENSMUSG00000040118","Cacna2d1","5",15.934691,16.154601,16.374511,"X",92.081221,"backupJAX00715624",6.74615382122724,FALSE
"ENSMUSG00000044155","Naa38","6",18.848579,18.852165,18.855751,"19",17.039797,"UNC29967755",6.7461478019242,FALSE
"ENSMUSG00000058153","Sez6l","5",112.419151,112.498174,112.577198,"2",67.278573,"UNC3244659",6.74586019705247,FALSE
"ENSMUSG00000078691","Gm6821","3",88.381004,88.381908,88.382811,"18",77.737691,"UNC29652599",6.74583870900326,FALSE
"ENSMUSG00000002280","Narfl","17",25.773776,25.778554,25.783332,"1",176.90411,"UNC2275421",6.74583508483172,FALSE
"ENSMUSG00000021282","Eif5","12",111.538101,111.542427,111.546753,"15",61.207916,"JAX00402914",6.7458200768552,FALSE
"ENSMUSG00000029580","Actb","5",142.903115,142.904934,142.906754,"5",134.737662,"UNC10233123",6.74577468351035,FALSE
"ENSMUSG00000056943","Gm10015","8",61.364019,61.364251,61.364483,"7",134.80014,"UNC13915985",6.74563039175138,FALSE
"ENSMUSG00000022750","Klhl22","16",17.759618,17.7765,17.793382,"15",94.189779,"UNC26143036",6.74562522548729,FALSE
"ENSMUSG00000031540","Kat6a","8",22.859535,22.901397,22.943259,"X",98.99165,"JAX00182442",6.7454512576027,FALSE
"ENSMUSG00000041323","Ak7","12",105.705982,105.744214,105.782447,"14",23.168473,"UNC23695971",6.74525494005077,FALSE
"ENSMUSG00000079357","Gm11100","14",13.918444,13.934001,13.949558,"13",99.959177,"UNC23211301",6.7451015992913,FALSE
"ENSMUSG00000024785","Rcl1","19",29.101375,29.122609,29.143843,"10",115.798167,"UNC18782940",6.74503248477828,FALSE
"ENSMUSG00000053158","Fes","7",80.377758,80.382852,80.387946,"8",32.962577,"UNC14451602",6.74499678099734,FALSE
"ENSMUSG00000055204","Ankrd17","5",90.22719,90.296688,90.366185,"4",141.350301,"UNC8371677",6.74499120680364,FALSE
"ENSMUSG00000086825","Gm15675","1",130.429781,130.433486,130.437191,"5",126.184075,"UNC10101656",6.74493665296243,FALSE
"ENSMUSG00000032396","Dis3l","9",64.306756,64.324022,64.341288,"18",7.686359,"UNC28684310",6.74479764134765,FALSE
"ENSMUSG00000039210","Gpatch2","1",187.215508,187.283606,187.351704,"3",38.380956,"UNC5072936",6.74478661265462,FALSE
"ENSMUSG00000021820","Camk2g","14",20.734875,20.764482,20.794088,"17",44.491184,"UNC27907763",6.74470873500023,FALSE
"ENSMUSG00000051851","Cxx1c","X",53.607922,53.608527,53.609132,"19",59.137994,"JAX00481637",6.74469485742319,FALSE
"ENSMUSG00000040699","Limd2","11",106.156256,106.158558,106.16086,"17",36.195692,"UNC170078943",6.74463303219517,FALSE
"ENSMUSG00000074682","Zcchc3","2",152.411956,152.4135,152.415044,"4",55.678737,"UNC7292793",6.74441810724111,FALSE
"ENSMUSG00000025047","Pdcd11","19",47.090766,47.110954,47.131143,"18",57.565401,"JAX00083833",6.74413674510183,FALSE
"ENSMUSG00000087110","Gm11264","4",82.033312,82.049601,82.06589,"2",133.509615,"JAX00504277",6.74411691371915,FALSE
"ENSMUSG00000086196","Gm13571","2",60.338188,60.354711,60.371234,"10",111.589209,"UNC18721914",6.74410884779867,FALSE
"ENSMUSG00000032092","Mpzl2","9",45.042425,45.04822,45.054015,"15",90.599157,"JAX00409358",6.74396960460011,FALSE
"ENSMUSG00000051832","E230016K23Rik","11",83.582056,83.602874,83.623693,"11",116.381507,"UNC20473322",6.74388328447401,FALSE
"ENSMUSG00000050240","Hic2","16",17.233572,17.248501,17.26343,"18",14.359853,"UNC28769176",6.74385654332226,FALSE
"ENSMUSG00000096944","Gm26722","4",129.309081,129.313762,129.318443,"10",87.916006,"UNC18379617",6.74383621160153,FALSE
"ENSMUSG00000074813","Gm14005","2",128.195993,128.312671,128.429349,"15",69.118724,"UNC25815626",6.74382852970648,FALSE
"ENSMUSG00000027184","Caprin1","2",103.762941,103.780295,103.797649,"4",135.219495,"UNC8281255",6.74353274414159,FALSE
"ENSMUSG00000053830","Gm9923","10",72.309225,72.310536,72.311848,"15",26.902281,"UNC25238592",6.74348081854976,FALSE
"ENSMUSG00000087595","1810012K08Rik","2",26.138546,26.139044,26.139543,"12",26.144628,"UNC20756630",6.74335477557036,FALSE
"ENSMUSG00000034968","Lbx2","6",83.086365,83.087304,83.088243,"5",117.754759,"UNC10001984",6.74321410436479,FALSE
"ENSMUSG00000073371","Gm6594","17",82.539258,82.539402,82.539545,"6",51.479538,"JAX00609895",6.7431939034513,FALSE
"ENSMUSG00000087385","AA415398","4",119.530308,119.534918,119.539529,"17",71.025688,"UNC170347658",6.74315187095737,FALSE
"ENSMUSG00000029060","Mib2","4",155.654677,155.661938,155.669198,"13",95.703322,"UNC23142409",6.74312071987901,FALSE
"ENSMUSG00000049929","Lpar4","X",106.920625,106.927262,106.9339,"X",159.992178,"UNC31518863",6.74297145720803,FALSE
"ENSMUSG00000064068","Mtx1","3",89.209081,89.218084,89.227088,"5",21.098656,"UNC8763060",6.74291917548521,FALSE
"ENSMUSG00000051805","A530095I07Rik","13",69.543046,69.543534,69.544023,"10",76.148337,"UNC18255598",6.74273562785475,FALSE
"ENSMUSG00000015568","Lpl","8",68.880491,68.89397,68.907448,"11",51.54398,"UNC19617247",6.74267352492333,FALSE
"ENSMUSG00000075502","Zbtbd6","14",79.451835,79.453326,79.454816,"6",148.540592,"UNC12358213",6.74252911279953,FALSE
"ENSMUSG00000010048","Ifrd2","9",107.587718,107.590378,107.593038,"9",66.28189,"UNC16532472",6.7422216201624,FALSE
"ENSMUSG00000022419","Deptor","15",55.112317,55.185794,55.259271,"17",72.153072,"UNC28306904",6.74219564654146,FALSE
"ENSMUSG00000078870","Gm14410","2",177.183453,177.194937,177.206421,"5",68.606098,"UNC9398312",6.74212774176172,FALSE
"ENSMUSG00000049744","Arhgap15","2",43.748824,44.072388,44.395953,"11",114.72367,"JAX00032067",6.74202485064598,FALSE
"ENSMUSG00000092397","C130080G10Rik","2",114.054335,114.059602,114.064868,"1",35.901248,"UNC444874",6.74197130586136,FALSE
"ENSMUSG00000050071","Bex1","X",136.213972,136.214742,136.215513,"17",77.082199,"UNC28384428",6.74194747067707,FALSE
"ENSMUSG00000014039","Prdm15","16",97.791467,97.821658,97.85185,"8",28.590288,"UNC14383321",6.74194742318735,FALSE
"ENSMUSG00000068226","Gm6723","15",78.554402,78.554625,78.554848,"16",56.378023,"UNC26883491",6.74188511865178,FALSE
"ENSMUSG00000009112","Bcl2l13","6",120.83623,120.864536,120.892842,"X",97.986537,"UNC31125541",6.74185197107676,FALSE
"ENSMUSG00000022557","Bop1","15",76.452996,76.465132,76.477269,"10",114.380405,"UNC18760835",6.74170918663611,FALSE
"ENSMUSG00000030309","Caprin2","6",148.842492,148.869364,148.896237,"5",107.798372,"UNC9876955",6.74169743522704,FALSE
"ENSMUSG00000068706","Gm10250","15",5.120602,5.120887,5.121172,"11",96.803615,"JAX00030727",6.74165535661023,FALSE
"ENSMUSG00000026090","2010300C02Rik","1",37.611677,37.665881,37.720085,"2",112.96392,"UNC3768692",6.74160928561288,FALSE
"ENSMUSG00000022243","Slc45a2","15",11.000721,11.014977,11.029233,"16",91.569276,"UNC27391762",6.74135591686324,FALSE
"ENSMUSG00000028952","Zbtb48","4",152.019774,152.023722,152.027671,"19",5.999173,"UNC190140427",6.74115372456434,FALSE
"ENSMUSG00000036792","Mbd5","2",48.94951,49.135897,49.322284,"5",27.881465,"UNC8860488",6.74106915758681,FALSE
"ENSMUSG00000097840","Gm26756","5",67.42768,67.432835,67.43799,"10",83.932976,"UNC18331335",6.74106406981425,FALSE
"ENSMUSG00000041415","Dicer1","12",104.687742,104.719847,104.751952,"18",43.262199,"UNC29138118",6.74100310870701,FALSE
"ENSMUSG00000000743","Chmp1a","8",123.204264,123.208514,123.212763,"13",56.811788,"UNC22662546",6.74098411875819,FALSE
"ENSMUSG00000014867","Surf4","2",26.92004,26.926984,26.933928,"8",24.306222,"JAX00663442",6.74093400168083,FALSE
"ENSMUSG00000097900","Gm8652","6",6.351304,6.351786,6.352267,"1",189.994733,"UNC2419267",6.74091990129715,FALSE
"ENSMUSG00000034064","Poglut1","16",38.525137,38.537698,38.550258,"10",120.218486,"UNC18847910",6.74091229179547,FALSE
"ENSMUSG00000045886","Gm9803","10",43.524102,43.52436,43.524617,"3",30.157945,"UNC4953653",6.7407971428864,FALSE
"ENSMUSG00000049649","Gpr3","4",133.20934,133.210938,133.212536,"18",65.311584,"UNC29457764",6.74060646414516,FALSE
"ENSMUSG00000027713","1810062G17Rik","3",36.475937,36.479118,36.482299,"12",80.618525,"UNC21480034",6.74052249089656,FALSE
"ENSMUSG00000026574","Dpt","1",164.796732,164.810499,164.824266,"17",83.913786,"UNC28491427",6.74050500849153,FALSE
"ENSMUSG00000025461","Cd163l1","7",140.218267,140.224706,140.231145,"3",66.346136,"UNC5427105",6.74044756286891,FALSE
"ENSMUSG00000026344","Lypd1","1",125.867622,125.890362,125.913101,"12",65.675273,"UNC120417048",6.74037034906428,FALSE
"ENSMUSG00000002771","Grin2d","7",45.831883,45.851406,45.870928,"7",30.899889,"UNC12578580",6.74018292517169,FALSE
"ENSMUSG00000070695","Cntnap5a","1",115.684756,116.133391,116.582026,"6",32.34833,"UNC10833894",6.74013768235914,FALSE
"ENSMUSG00000056716","Gm5420","10",21.690845,21.692412,21.693978,"17",8.637201,"UNC27538484",6.74004670165751,FALSE
"ENSMUSG00000069539","Scyl2","10",89.638721,89.662503,89.686285,"15",80.95714,"UNC25968017",6.73999113913562,FALSE
"ENSMUSG00000097713","Gm7741","3",35.863877,35.864371,35.864865,"19",29.751109,"UNC30174299",6.73996681048322,FALSE
"ENSMUSG00000036896","C1qc","4",136.889804,136.891434,136.893065,"9",105.55431,"UNC17061374",6.73986761378544,FALSE
"ENSMUSG00000084322","Gm14778","X",92.441372,92.441595,92.441818,"2",34.658977,"JAX00487018",6.73985313241091,FALSE
"ENSMUSG00000025934","Gsta3","1",21.240589,21.252975,21.265361,"11",97.032033,"JAX00319286",6.73982211530718,FALSE
"ENSMUSG00000093482","Gm20619","6",6.248659,6.313667,6.378675,"13",92.22214,"UNC23091435",6.73976947831778,FALSE
"ENSMUSG00000086049","Gm12735","11",3.193516,3.19389,3.194263,"19",20.89777,"UNC30034091",6.73971842273698,FALSE
"ENSMUSG00000044086","Lmod3","6",97.238528,97.245654,97.25278,"2",45.796216,"UNC2973287",6.73967487818033,FALSE
"ENSMUSG00000022523","Fgf12","16",28.16012,28.302674,28.445227,"7",139.941138,"JAX00157824",6.73957790043786,FALSE
"ENSMUSG00000050821","Fam131a","16",20.693282,20.698165,20.703048,"19",58.365001,"UNC30577328",6.73951729777342,FALSE
"ENSMUSG00000097489","Gm26808","5",109.922649,109.923065,109.923481,"15",55.504307,"UNC25635847",6.73949113272907,FALSE
"ENSMUSG00000038352","Arl5c","11",97.989578,97.99288,97.996181,"12",5.558174,"UNC20564739",6.73948409951328,FALSE
"ENSMUSG00000025813","Homer2","7",81.600481,81.653703,81.706925,"6",22.893773,"UNC10718075",6.73929444514201,FALSE
"ENSMUSG00000090007","Rpl30-ps2","8",22.230902,22.231047,22.231192,"17",90.983123,"UNC28596397",6.73909703041792,FALSE
"ENSMUSG00000019863","Qrsl1","10",43.874188,43.887966,43.901745,"15",71.27998,"UNC25847898",6.73887926856689,FALSE
"ENSMUSG00000080969","Gm12372","4",37.139107,37.13949,37.139874,"18",55.966804,"UNC29312306",6.7388240866166,FALSE
"ENSMUSG00000021255","Esrrb","12",86.361117,86.441372,86.521628,"12",56.239434,"JAX00334524",6.73877103923183,FALSE
"ENSMUSG00000050425","Mrgprb2","7",48.550968,48.554527,48.558086,"8",116.985839,"UNC15581903",6.73869731750683,FALSE
"ENSMUSG00000020894","Vamp2","11",69.08849,69.090437,69.092384,"10",71.107161,"JAX00019348",6.73864897844747,FALSE
"ENSMUSG00000072673","Gm10392","11",77.51666,77.517929,77.519198,"12",29.355412,"backupUNC120287742",6.73861799788931,FALSE
"ENSMUSG00000090236","Car15","16",17.835276,17.83682,17.838364,"17",52.001723,"UNC28008016",6.73848767537076,FALSE
"ENSMUSG00000039285","Azi2","9",118.040499,118.055146,118.069794,"5",103.508085,"JAX00590388",6.73840196427202,FALSE
"ENSMUSG00000060180","Myh13","11",67.321658,67.346622,67.371586,"19",34.409821,"JAX00476213",6.73836435456719,FALSE
"ENSMUSG00000018446","C1qbp","11",70.977836,70.980431,70.983026,"1",44.950599,"UNC010084304",6.73812872373505,FALSE
"ENSMUSG00000039763","Dnajc28","16",91.614257,91.616642,91.619026,"2",135.161655,"UNC4025929",6.73809656367318,FALSE
"ENSMUSG00000030774","Pak1","7",97.842935,97.877658,97.912381,"3",146.579995,"UNC6478102",6.73794683515761,FALSE
"ENSMUSG00000017119","Nbr1","11",101.552149,101.56705,101.581951,"17",83.23056,"UNC28481611",6.73786332593195,FALSE
"ENSMUSG00000072704","2700089E24Rik","6",133.105239,133.106493,133.107747,"1",176.279827,"UNC2267466",6.7376521054392,FALSE
"ENSMUSG00000024666","Tmem138","19",10.570478,10.57392,10.577362,"12",21.121721,"UNC20723054",6.73761084980284,FALSE
"ENSMUSG00000063730","Hsd3b2","3",98.709255,98.716916,98.724576,"2",180.217307,"UNC4593041",6.73758084448877,FALSE
"ENSMUSG00000095123","Gm21781","10",4.391587,4.394006,4.396424,"12",67.684082,"UNC21317215",6.73748481292048,FALSE
"ENSMUSG00000023947","Nfkbie","17",45.555716,45.559442,45.563169,"3",131.370244,"UNC6255857",6.73733527620808,FALSE
"ENSMUSG00000022100","Xpo7","14",70.654246,70.710437,70.766628,"18",22.909826,"UNC28876021",6.73712664387775,FALSE
"ENSMUSG00000046138","9930021J03Rik","19",29.714402,29.760206,29.806009,"10",112.900498,"UNC18740338",6.7369155802812,FALSE
"ENSMUSG00000020723","Cacng4","11",107.732357,107.763457,107.794557,"8",33.529605,"UNC14460360",6.73676473607194,FALSE
"ENSMUSG00000024109","Nrxn1","17",90.033644,90.563224,91.092805,"13",64.839931,"UNC22762255",6.73662945006294,FALSE
"ENSMUSG00000019842","Traf3ip2","10",39.612934,39.63412,39.655307,"10",67.968619,"UNC18151102",6.73639231625194,FALSE
"ENSMUSG00000037029","Zfp146","7",30.161274,30.1655,30.169727,"5",71.742988,"UNC9434279",6.73630446627157,FALSE
"ENSMUSG00000022634","Yaf2","15",93.284278,93.310606,93.336935,"10",39.431137,"UNC17796689",6.73601885913042,FALSE
"ENSMUSG00000025991","Cps1","1",67.123026,67.177142,67.231259,"19",59.486145,"UNC30589417",6.73596484459954,FALSE
"ENSMUSG00000042750","Bex2","X",136.066564,136.0674,136.068236,"2",72.231562,"JAX00492916",6.73596318308456,FALSE
"ENSMUSG00000026509","Capn2","1",182.467256,182.492376,182.517495,"1",135.572011,"UNC1735400",6.73594916241598,FALSE
"ENSMUSG00000080059","Rps19-ps3","4",147.821777,147.82199,147.822202,"1",34.001076,"UNC412688",6.73590878951303,FALSE
"ENSMUSG00000022551","Cyc1","15",76.343523,76.344728,76.345934,"15",95.153512,"UNC26156845",6.73587895286303,FALSE
"ENSMUSG00000038352","Arl5c","11",97.989578,97.99288,97.996181,"18",73.759342,"UNC29591827",6.73574716251235,FALSE
"ENSMUSG00000082691","Dynlt1-ps1","6",135.349088,135.349434,135.34978,"11",20.901293,"JAX00305580",6.73574519841263,FALSE
"ENSMUSG00000060862","Zbtb40","4",136.979732,137.014266,137.048801,"8",28.402516,"UNC14381264",6.73574159326277,FALSE
"ENSMUSG00000031283","Chrdl1","X",143.285674,143.339968,143.394262,"X",86.045529,"JAX00181502",6.73568754823241,FALSE
"ENSMUSG00000047986","Palm3","8",84.021471,84.025883,84.030295,"1",141.954297,"UNC1820725",6.7355914198355,FALSE
"ENSMUSG00000027378","Nphp1","2",127.740732,127.764814,127.788897,"11",101.196225,"UNC20252190",6.73541183948776,FALSE
"ENSMUSG00000081600","Gm12286","11",63.31231,63.31281,63.313311,"2",82.699021,"UNC3434821",6.7354024371479,FALSE
"ENSMUSG00000058152","Chsy3","18",59.175401,59.292924,59.410446,"4",78.709088,"JAX00120829",6.73532350954648,FALSE
"ENSMUSG00000097364","Gm26719","6",21.985908,22.026798,22.067687,"18",71.455789,"JAX00084874",6.73517390894584,FALSE
"ENSMUSG00000051212","Gpr183","14",121.952331,121.958762,121.965193,"3",20.333673,"UNC4826688",6.73500185353251,FALSE
"ENSMUSG00000073866","B430319F04Rik","7",110.766677,110.768011,110.769345,"15",60.44649,"UNC25701289",6.73499896195094,FALSE
"ENSMUSG00000018923","Med11","11",70.451919,70.452823,70.453727,"2",50.942949,"UNC3037290",6.73489998546356,FALSE
"ENSMUSG00000082433","Gm9025","13",111.882393,111.883285,111.884177,"13",111.647722,"UNC23378726",6.73478758134195,TRUE
"ENSMUSG00000000168","Dlat","9",50.634633,50.647206,50.65978,"1",4.668424,"UNC19217",6.73477033882262,FALSE
"ENSMUSG00000027272","Ubr1","2",120.860269,120.915492,120.970715,"19",57.548955,"UNC30566385",6.73469662393685,FALSE
"ENSMUSG00000021483","Cdk20","13",64.432553,64.436136,64.43972,"9",114.526756,"UNC17172734",6.73467295506944,FALSE
"ENSMUSG00000034292","Traf3ip1","1",91.494668,91.511986,91.529303,"13",27.015125,"JAX00353211",6.7346620616008,FALSE
"ENSMUSG00000040549","Ckap5","2",91.526762,91.573713,91.620664,"10",114.756435,"JAX00299388",6.73465665562146,FALSE
"ENSMUSG00000060950","Trmt61a","12",111.678105,111.681004,111.683902,"4",154.673631,"UNC8515837",6.7345898032593,FALSE
"ENSMUSG00000028233","Tgs1","4",3.574875,3.595747,3.616619,"X",102.127171,"JAX00716664",6.7345479753294,FALSE
"ENSMUSG00000013878","Rnf170","8",26.119368,26.13162,26.143871,"10",106.283768,"UNC18642764",6.73453118881032,FALSE
"ENSMUSG00000002233","Rhoc","3",104.789011,104.791735,104.794459,"15",91.324397,"UNC150252430",6.73447892331208,FALSE
"ENSMUSG00000001665","Gstt3","10",75.774115,75.777764,75.781414,"5",27.174459,"UNC8849091",6.73443560254993,FALSE
"ENSMUSG00000027863","Cd2","3",101.275899,101.281919,101.287939,"12",86.610983,"UNC21551981",6.7344139171808,FALSE
"ENSMUSG00000029309","Sparcl1","5",104.079111,104.0966,104.114088,"9",95.75296,"UNC16922002",6.73440330737688,FALSE
"ENSMUSG00000045205","Dpy19l4","4",11.261315,11.291726,11.322137,"18",43.353414,"UNC29139558",6.73427939173233,FALSE
"ENSMUSG00000033184","Tmed7","18",46.560235,46.578885,46.597535,"18",58.09264,"UNC29345223",6.73421050728987,FALSE
"ENSMUSG00000070699","Sars2","7",28.741968,28.747924,28.753879,"19",57.701016,"UNC30568374",6.73418705941081,FALSE
"ENSMUSG00000081999","Gm13461","2",41.987473,41.988151,41.988829,"8",114.757494,"UNC15546728",6.73408423377366,FALSE
"ENSMUSG00000021903","Galnt15","14",32.028989,32.045593,32.062197,"4",59.418165,"UNC040400501",6.73406493376546,FALSE
"ENSMUSG00000096448","Gm5808","15",99.555836,99.556014,99.556192,"17",50.134302,"UNC27985514",6.73393719963946,FALSE
"ENSMUSG00000054237","Fra10ac1","19",38.188481,38.20631,38.224138,"12",111.502547,"JAX00040503",6.73382376574267,FALSE
"ENSMUSG00000018412","Kansl1","11",104.333229,104.401045,104.468861,"2",56.833005,"JAX00490148",6.73381244637056,FALSE
"ENSMUSG00000004568","Arhgef18","8",3.393006,3.424804,3.456601,"12",30.081711,"UNC20815400",6.73375649674128,FALSE
"ENSMUSG00000039879","Heca","10",17.900466,17.924266,17.948067,"X",52.834529,"UNC30831551",6.73364432255615,FALSE
"ENSMUSG00000040564","Apoc1","7",19.689484,19.691071,19.692658,"7",28.325137,"UNC12543724",6.73361045707449,FALSE
"ENSMUSG00000097906","Gm9625","13",67.810246,67.810723,67.8112,"9",114.726666,"UNC17175639",6.73338349301551,FALSE
"ENSMUSG00000041771","Slc24a4","12",102.128733,102.197912,102.267091,"6",145.010293,"UNC12305926",6.73327528925232,FALSE
"ENSMUSG00000041528","Rnf123","9",108.051534,108.06744,108.083346,"16",61.006898,"JAX00422735",6.73325994024043,FALSE
"ENSMUSG00000080880","Gm14278","2",156.888854,156.902118,156.915383,"7",51.949638,"UNC070501772",6.73321831566585,FALSE
"ENSMUSG00000028893","Sesn2","4",132.492032,132.501266,132.510501,"13",26.440017,"UNC22304649",6.7330965148843,FALSE
"ENSMUSG00000075389","2810410L24Rik","11",120.1854,120.187626,120.189852,"2",128.165789,"JAX00502810",6.73299463922142,FALSE
"ENSMUSG00000097021","4933433G15Rik","9",75.410184,75.413946,75.417709,"1",142.485508,"UNC1827895",6.73298815166378,FALSE
"ENSMUSG00000027938","Creb3l4","3",90.2375,90.240506,90.243512,"X",84.845399,"JAX00181413",6.73293498017346,FALSE
"ENSMUSG00000028367","Txn1","4",57.943373,57.949892,57.956411,"X",101.280832,"JAX00716589",6.73289453396811,FALSE
"ENSMUSG00000024421","Lama3","18",12.334024,12.458518,12.583013,"18",43.262199,"UNC29138118",6.73269072636856,FALSE
"ENSMUSG00000015165","Hnrnpl","7",28.808541,28.815404,28.822266,"14",19.755208,"UNC23655457",6.73266509176659,FALSE
"ENSMUSG00000054256","Msi1","5",115.429599,115.442648,115.455698,"10",70.804949,"UNC18193266",6.73257078884386,FALSE
"ENSMUSG00000025008","Tctn3","19",40.596446,40.60434,40.612233,"4",138.2277,"UNC8324900",6.73235826342817,FALSE
"ENSMUSG00000037827","Gm5884","6",128.644838,128.645967,128.647096,"16",70.680433,"UNC27068331",6.73212901403487,FALSE
"ENSMUSG00000039850","Endov","11",119.491347,119.501392,119.511437,"X",143.265015,"UNC31411259",6.73201244845576,FALSE
"ENSMUSG00000001025","S100a6","3",90.612894,90.613654,90.614414,"8",71.995569,"JAX00672096",6.73192356259042,FALSE
