"lodcolumn","gene_id","gene_symbol","gene_chr","gene_start","gene_middle","gene_end","qtl_chr","qtl_pos","qtl_mkr","qtl_lod","cis","A","B","C","D","E","F","G","H"
"ENSMUSP00000025904","ENSMUSG00000024953","Prdx5","19",6.906697,6.908402,6.910106,"19",10.661288,"UNC29885182",12.186112597967,TRUE,0.440044242520613,0.306160272874698,0.0154087401422664,0.617026367218581,0.432523491029974,-0.250144233655907,-1.35301376338595,-0.208005116744664
"ENSMUSP00000024802","ENSMUSG00000024007","Ppil1","17",29.250803,29.25748,29.264158,"17",29.607687,"UNC27749251",12.1227373974221,TRUE,0.682243327378853,-0.142816244722124,0.985785998150481,0.220220380070711,-0.386060954814392,-1.12400756781321,-0.405319238401406,0.16995430015085
"ENSMUSP00000021443","ENSMUSG00000021048","Mthfd1","12",76.255232,76.287526,76.31982,"12",75.995648,"UNC21423915",12.0787391228252,TRUE,-0.69536813572056,-0.884406997710588,0.422443972198014,-0.106108598314781,-0.0178971123055775,0.996877628451623,0.731629670781434,-0.447170427379595
"ENSMUSP00000040591","ENSMUSG00000035936","Aldh5a1","13",24.907579,24.92262,24.937661,"13",21.960957,"JAX00352395",12.0729323127765,TRUE,-0.681497119444133,-0.445326048957048,0.100474242706457,0.675654290537832,-0.0126345948563421,-0.696159127825907,0.133939215395651,0.92554914244389
"ENSMUSP00000018803","ENSMUSG00000018659","Pnpo","11",96.937825,96.940906,96.943986,"11",96.972633,"UNC20200094",12.0477249132691,TRUE,-0.703421044348579,0.159229900583142,-0.381214913020774,0.528406506659897,0.530609640398513,-0.0243433593171407,-1.18672474027699,1.07745800932255
"ENSMUSP00000031773","ENSMUSG00000029759","Pon3","6",5.220852,5.238569,5.256286,"6",5.894145,"JAX00137523",11.9960622874655,TRUE,0.510899225945691,0.271424547867828,0.642565206476246,0.596152804431408,1.01573142861876,-1.31787160103852,-0.839975174578408,-0.878926437723284
"ENSMUSP00000030842","ENSMUSG00000028990","Lzic","4",149.485229,149.490948,149.496668,"4",148.004193,"UNC8417694",11.9748887646917,TRUE,-0.425386547011812,-0.414422822483506,-0.466952376116206,0.00392716362262965,-0.0889535238917589,1.52026852799957,0.0815268591223544,-0.210007281241371
"ENSMUSP00000020637","ENSMUSG00000020368","Canx","11",50.293961,50.309817,50.325673,"11",50.503147,"UNC19600545",11.9579749308266,TRUE,0.558984994289671,0.550670503687931,0.0348224445582098,0.49374259144481,0.456262369823182,-0.869332155512529,-0.986144661241058,-0.239006087050267
"ENSMUSP00000021646","ENSMUSG00000021223","Papln","12",83.763634,83.778008,83.792382,"10",80.299122,"UNC18299516",11.9551712223654,FALSE,0.0193812411353554,0.37501800306887,-0.0439349369344355,0.133916638146237,-0.0559641862144131,0.200295225953922,-1.25608275467316,0.627370769517468
"ENSMUSP00000127250","ENSMUSG00000030681","Mvp","7",126.98686,127.00074,127.014621,"7",126.61932,"UNC13805211",11.8966708697001,TRUE,-0.19453613135407,-0.058437627519163,-0.390026608360342,-0.315167331747284,0.205074552383219,1.68101514053906,-0.190377996929543,-0.737543997012137
"ENSMUSP00000035116","ENSMUSG00000032527","Pccb","9",100.982032,101.008465,101.034898,"9",102.16071,"UNC17008187",11.8859552192867,TRUE,0.458074789896614,0.278635282610748,0.251380361298895,0.124607670092098,-0.744120392299021,-0.431722323972058,-0.965327230898805,1.0284718432716
"ENSMUSP00000099659","ENSMUSG00000001333","Sync","4",129.287617,129.298088,129.308559,"4",129.230869,"UNC8206180",11.8588591733779,TRUE,0.381224776470161,0.575376415214794,-0.183987215282904,-1.02721074995935,0.718145353257576,-0.805267132909293,0.177557245160093,0.164161308049166
"ENSMUSP00000088349","ENSMUSG00000068874","Selenbp1","3",94.933056,94.938907,94.944758,"3",92.877472,"UNC030144412",11.8151028885024,TRUE,0.415974751594606,0.52231133936149,0.380266422595029,0.43403205587009,0.409363627520634,-1.42217561870649,-0.510273170507769,-0.229499407727749
"ENSMUSP00000139261","ENSMUSG00000098557","KCTD12","14",102.976581,102.979609,102.982637,"14",99.820873,"JAX00056488",11.8052337467626,TRUE,0.0152952308238391,-0.333639188966923,-0.561000900810311,-0.294154799717625,-0.112911439597746,1.52517204282105,-0.323422126443471,0.0846611818911851
"ENSMUSP00000021332","ENSMUSG00000020949","Fkbp3","12",65.062436,65.06819,65.073944,"12",65.106714,"UNC21283945",11.8046640514381,TRUE,1.10820927571477,0.25840287179105,0.63983916515556,-0.544424061681357,-0.625454221482271,-0.149084791532816,-0.486599142209618,-0.200889095755753
"ENSMUSP00000066860","ENSMUSG00000025092","Hspa12a","19",58.795751,58.828368,58.860984,"19",59.320827,"UNC30587725",11.7975470264916,TRUE,0.04114659468238,0.485212677914521,-0.516387046879272,0.0704719817106758,0.37985320580211,1.07100674869982,-1.12935469120773,-0.401949470722896
"ENSMUSP00000062996","ENSMUSG00000021218","Gdi2","13",3.538075,3.552168,3.566261,"13",3.564201,"JAX00041181",11.7902446207169,TRUE,0.386521018447606,-0.584945401091806,0.201627664231165,-0.860073774089338,0.461827349824224,0.386595451665518,0.7207246750818,-0.712276984068749
"ENSMUSP00000021802","ENSMUSG00000021373","Cap2","13",46.501848,46.575745,46.649642,"13",46.881703,"UNC22549114",11.7658488759043,TRUE,0.459397066255712,-0.590120010021438,-0.388309195828189,0.356985197693598,-0.212600698840707,1.11291638256978,-0.695566702436471,-0.0427020393927106
"ENSMUSP00000023203","ENSMUSG00000022546","Gpt","15",76.696764,76.698219,76.699674,"15",76.67749,"UNC25915520",11.7436998201728,TRUE,0.203161165863082,0.0958669828932557,-0.178883846418594,-0.899111407884049,-1.04080684496243,1.06239959882691,0.165154226961967,0.592220124719913
"ENSMUSP00000095970","ENSMUSG00000074064","Mlycd","8",119.394878,119.40299,119.411102,"8",118.003208,"UNC15597037",11.7340803451139,TRUE,0.0203778933707247,0.437170221725617,-0.353040110979599,0.623676052140254,0.58505925664667,-0.942755613280879,-0.921433748847024,0.550946049224501
"ENSMUSP00000029915","ENSMUSG00000028251","Tstd3","4",21.757382,21.762297,21.767212,"4",23.079689,"UNC6887958",11.7134056175519,TRUE,0.379427978644389,-0.565112622086324,0.3241037583531,0.407515883475875,0.482481961576194,-1.64056514340022,0.202438115312216,0.40971006812532
"ENSMUSP00000000759","ENSMUSG00000000743","Chmp1a","8",123.204264,123.208514,123.212763,"8",123.479201,"UNC15676031",11.6924189028602,TRUE,0.074322201967826,0.0524226726208648,-1.34918063363838,0.154651558737414,0.24179113761964,0.617141264269965,0.141453595024699,0.0673982033980828
"ENSMUSP00000061851","ENSMUSG00000027597","Ahcy","2",155.05931,155.066904,155.074497,"7",137.867812,"JAX00657605",11.6673648621207,FALSE,-0.731078594208511,-0.556509321386212,-0.403744892118036,0.0100445262042248,-0.0322136685932388,0.522503199575507,1.13866646013132,0.0523322903950422
"ENSMUSP00000037259","ENSMUSG00000040181","Fmo1","1",162.829561,162.848054,162.866548,"1",162.932964,"UNC010332330",11.6518429944029,TRUE,0.705717099326474,0.0430958861527591,0.58583779318387,-0.251326904947451,0.382315734156929,-0.249064794838573,-1.37937970485554,0.162804891821845
"ENSMUSP00000027766","ENSMUSG00000026489","Adck3","1",180.165238,180.18242,180.199602,"1",178.887508,"UNC2289646",11.6473115188233,TRUE,0.576280486420311,-0.768731760024945,-0.0333660148940896,-0.301365358771237,-0.189227701875279,-0.487250684364859,1.13508652944861,0.0685745040617629
"ENSMUSP00000086519","ENSMUSG00000094724","Rnaset2b","17",6.97886,6.99508,7.011299,"17",6.86952,"UNC27527025",11.6451085538041,TRUE,0.705450752819366,0.629739684575624,-0.319836549548067,0.67715748798432,0.414185355008174,-0.984866472583785,-1.08480504242551,-0.0370252158301125
"ENSMUSP00000005057","ENSMUSG00000004929","Thop1","10",81.070035,81.076297,81.082559,"10",82.37971,"JAX00293964",11.6260282497987,TRUE,0.678989190594047,-0.169264637638982,-0.592707750091083,0.0931611995459934,-0.272377439000058,1.19611682192247,-0.554911903528314,-0.379005481804306
"ENSMUSP00000027623","ENSMUSG00000026374","Tsn","1",118.298517,118.304824,118.311132,"8",126.138818,"UNC15717153",11.6241728072561,FALSE,0.672342031844748,-0.429524947544285,-0.303102000012306,-0.426748955659295,-0.736811306538326,0.360584074079405,1.17990239066105,-0.316641286830959
"ENSMUSP00000046324","ENSMUSG00000033318","Gstt2","10",75.831845,75.833363,75.834881,"10",76.148337,"UNC18255598",11.5923923335747,TRUE,-0.486091787440945,0.074274865214434,0.471759766387006,-0.207351822465082,-0.269607941832291,0.64693578209873,0.983565033831798,-1.21348389579391
"ENSMUSP00000046524","ENSMUSG00000039316","Rftn1","17",49.992257,50.091466,50.190674,"17",49.799639,"UNC27980725",11.5659627506312,TRUE,-0.373871910510136,-0.551004785011256,0.719976287572408,0.965625829342726,0.185312169719237,0.410802017051735,-0.827076135409464,-0.529763472755238
"ENSMUSP00000063416","ENSMUSG00000030972","Acsm5","7",119.526304,119.535048,119.543793,"7",119.641856,"UNC13728781",11.5616247295994,TRUE,0.0793278397599195,-0.426937213006127,-0.478937277139962,-0.768550856605325,-0.221431171155551,0.52529479868458,0.000625096279696424,1.29060878318251
"ENSMUSP00000021512","ENSMUSG00000021094","Dhrs7","12",72.650356,72.657592,72.664828,"12",75.164988,"UNC21415496",11.5372092868945,TRUE,0.128273229566663,0.109133439274095,-0.609774266757142,0.208493454385125,-0.65543125427733,0.730428833277896,1.01469197525469,-0.925815410723593
"ENSMUSP00000029405","ENSMUSG00000027823","Gmps","3",63.976106,63.999342,64.022579,"3",64.267276,"UNC5404316",11.5340883408821,TRUE,0.40042875271774,-0.837331178707291,-0.994445793163821,0.332367849558046,0.936383236761967,0.118117452572472,0.275887858496883,-0.231408178235943
"ENSMUSP00000110729","ENSMUSG00000028973","Abcb8","5",24.393663,24.401858,24.410054,"5",23.775871,"JAX00576269",11.4620104300513,TRUE,-0.0908716829664764,-0.322329792859131,0.823861028117311,-0.00987880861636137,0.521050854378041,0.14182431735939,-1.54399721411294,0.480341298700534
"ENSMUSP00000104091","ENSMUSG00000040564","Apoc1","7",19.689484,19.691071,19.692658,"7",24.395029,"JAX00149345",11.4122596409615,FALSE,-0.118768673039093,-0.0517900929402119,0.275746760241396,0.031659237042068,0.521516710190839,-1.26640573305488,0.394920321283917,0.213121470276033
"ENSMUSP00000100106","ENSMUSG00000096580","Igkv1-132","6",67.7597,67.760056,67.760413,"6",67.761496,"UNC061716948",11.4096658516344,TRUE,-0.255326167538563,-0.401877629610878,-0.447303216182385,1.11987364740634,0.870349014437998,-0.62543325588108,-0.720899814852335,0.460617422220847
"ENSMUSP00000027532","ENSMUSG00000026307","Scly","1",91.298338,91.309706,91.321075,"1",91.445932,"JAX00259095",11.405572372518,TRUE,0.910386784765764,-0.763533954465947,-0.0155916519230516,0.446443601577949,-0.146401420070675,0.252271577371546,-1.13118622119356,0.44761128393799
"ENSMUSP00000034992","ENSMUSG00000032420","Nt5e","9",88.327609,88.349849,88.372089,"9",88.343561,"UNC16831006",11.4026473405977,TRUE,-0.34443069539675,-0.98761215165246,0.172518284277526,0.209383742503295,0.0501028698481038,0.28950396394587,1.21147834261864,-0.600944356144163
"ENSMUSP00000102602","ENSMUSG00000018411","Mapt","11",104.23139,104.28174,104.33209,"11",103.626249,"UNC20282163",11.3602464405895,TRUE,1.20124201490406,0.289833141739956,-0.592995131418138,0.488226372524086,-0.980804478140399,-0.40033184893906,-0.0108453750501787,0.00567530437942709
"ENSMUSP00000033123","ENSMUSG00000040136","Abcc8","7",46.104523,46.142278,46.180033,"7",46.405904,"JAX00150871",11.3551178797857,TRUE,0.558028326927528,0.752779847467111,-0.140930405499288,0.190283980255109,-1.69861884108412,0.592019826272925,-0.280874612591196,0.0273118782528882
"ENSMUSP00000021078","ENSMUSG00000018861","Fdxr","11",115.268024,115.272537,115.27705,"11",115.409223,"UNC20460963",11.3476905308876,TRUE,0.805993562271415,-1.10652230322463,0.331540221122038,0.545383860580361,0.209113962559797,-0.110750015305816,-0.499693044033581,-0.175066243969523
"ENSMUSP00000099461","ENSMUSG00000015932","Dstn","2",143.91532,143.929322,143.943324,"2",143.470608,"UNC4130457",11.337548033513,TRUE,-0.160721410166499,-0.334873215924913,-0.0879839087111829,-0.266621061677364,-0.625530896163954,1.7464085680464,0.463953187390584,-0.734631262792621
"ENSMUSP00000036025","ENSMUSG00000041731","Pgm5","19",24.683016,24.772436,24.861855,"19",25.144425,"UNC30108070",11.3298431430211,TRUE,0.692231607542456,0.249785817065579,-0.0998728465307992,0.0218622827780718,0.044575355856941,-1.41842918370599,0.435178315794892,0.074668651198835
"ENSMUSP00000104048","ENSMUSG00000005447","Pafah1b3","7",25.295049,25.296518,25.297986,"7",25.291254,"UNC12512623",11.3104991306372,TRUE,-0.507063997188905,-0.590231231375959,-0.134106313348391,-0.00959814392159536,-0.966900792383012,0.702973164360294,0.731660918051701,0.773266395805306
"ENSMUSP00000028257","ENSMUSG00000026893","Gca","2",62.664285,62.679197,62.694109,"5",5.620553,"UNC8568633",11.2916955366888,FALSE,-0.446385929868977,-0.439874555715681,-0.312685656113503,0.804483644630945,-0.872771424439359,0.612438067440688,1.12666721054066,-0.47187135647531
"ENSMUSP00000057131","ENSMUSG00000048126","Col6a3","1",90.765923,90.804947,90.843971,"1",90.825299,"UNC1133587",11.2810155758271,TRUE,0.585365366325735,0.616716710261738,-0.894534810427378,0.811080026789062,-0.843832528340054,0.604150271936658,-0.19196989533105,-0.686975141214201
"ENSMUSP00000029078","ENSMUSG00000027562","Car2","3",14.886426,14.893598,14.900769,"3",17.230305,"UNC4784255",11.2487506192585,TRUE,-0.24883325086869,0.159630735733052,0.815426037942976,0.324565124543023,-0.265975574669469,-1.40832971678465,0.271234947273683,0.352281696829515
"ENSMUSP00000001304","ENSMUSG00000001270","Ckb","12",111.669355,111.670846,111.672338,"12",111.626316,"UNC21896569",11.2479954085212,TRUE,0.117952264376396,-0.442521584587599,-0.246542135224126,-0.320200222048852,0.491648329066707,1.12912711772154,-0.708883530126391,-0.0205802391774514
"ENSMUSP00000034138","ENSMUSG00000031701","Dnaja2","8",85.53764,85.546456,85.555271,"8",86.404913,"JAX00674815",11.2312483995501,TRUE,-0.159190789327956,0.111990497072832,-1.1568043426378,0.529508122816485,0.527111288037088,-0.241958719979876,-0.0109367980315838,0.400280742051052
"ENSMUSP00000022416","ENSMUSG00000021866","Anxa11","14",25.842156,25.86448,25.886804,"14",28.085342,"UNC23752456",11.2268627330872,TRUE,-0.710781617598402,0.336542398885626,-0.20653579405022,-0.87319318558268,0.536215879247179,1.11918399867593,-0.401582566118527,0.200150886540748
"ENSMUSP00000108875","ENSMUSG00000013736","Trnt1","6",106.76912,106.775797,106.782474,"6",106.744814,"JAX00145040",11.2261470471647,TRUE,0.72072166895706,0.671982420650093,-0.191939240137444,-0.677168661884698,0.577348949171402,-1.32270754577394,-0.237673752874119,0.459436161891754
"ENSMUSP00000107135","ENSMUSG00000040170","Fmo2","1",162.874317,162.886522,162.898726,"1",162.280389,"UNC2073231",11.2190769691859,TRUE,0.0662698449127392,0.130726535637289,0.268044266283045,0.201711163795149,-0.088494923328093,-0.543784566952844,-0.788280595506791,0.753808275159854
"ENSMUSP00000041204","ENSMUSG00000040584","Abcb1a","5",8.660077,8.704326,8.748575,"5",7.396401,"UNC8593180",11.2181644392831,TRUE,-0.0591844292003809,0.409278850988465,0.219019675084454,-0.300240967336634,0.1596707307225,-1.30643908293653,0.00411039820143227,0.873784824476724
"ENSMUSP00000061991","ENSMUSG00000034055","Phka1","X",102.513975,102.57911,102.644246,"X",101.985682,"UNC31153686",11.2004285666903,TRUE,-0.67058775749367,-0.722536765928269,-0.0952563877306086,-0.323365110190746,-0.033165073441965,0.372594812329427,0.841869661559255,0.630446620896568
"ENSMUSP00000015481","ENSMUSG00000015337","Endog","2",30.171493,30.172781,30.174069,"2",30.182646,"UNC2815054",11.1882506891413,TRUE,-0.297524725404707,0.286931298960608,0.414170672797789,-0.145824325832924,0.541341807597688,0.219857456774066,-1.40831701104402,0.38936482615129
"ENSMUSP00000032887","ENSMUSG00000030652","Coq7","7",118.509659,118.521508,118.533356,"7",118.313289,"UNC13709012",11.1869659490225,TRUE,0.729448557631191,0.428474954873237,-0.0340251399799011,0.56355707340227,0.140176468525148,-0.585502681370115,-1.07752975118329,-0.164599481898972
"ENSMUSP00000034896","ENSMUSG00000032342","Mto1","9",78.448208,78.461778,78.475348,"9",78.872401,"UNC16698765",11.1732564750531,TRUE,-0.138096305952845,-0.47750249303648,-0.669719245847544,-0.458676310322677,-0.330913141223948,0.562472948082116,1.44985649937224,0.0625780489293108
"ENSMUSP00000025797","ENSMUSG00000024863","Mbl2","19",30.232928,30.236306,30.239685,"19",30.652548,"JAX00475495",11.1616459937999,TRUE,0.0300947799290546,0.487873554516171,-1.70747761725596,0.231902219597508,0.342814843046291,0.513536291315713,0.0797810206773753,0.0214749081736763
"ENSMUSP00000034717","ENSMUSG00000032194","Kank2","9",21.766773,21.78266,21.798546,"9",17.839118,"backupUNC090017527",11.1355688102605,TRUE,0.37845820819028,-0.058614588872112,0.0378164732278302,0.323656404807803,0.18097587462273,-1.09502651401003,-0.507408116772453,0.740142258805817
"ENSMUSP00000051708","ENSMUSG00000046727","Cystm1","18",36.345619,36.3743,36.40298,"18",38.638268,"UNC29074972",11.124429864406,TRUE,0.650124143174752,0.495884156538102,-0.023917139432996,0.187249259444924,0.443131260025148,-1.00085969467703,-0.748245817144647,-0.00336616792786197
"ENSMUSP00000026459","ENSMUSG00000025393","Atp5b","10",128.083273,128.086832,128.090391,"11",96.180932,"UNC20190084",11.1141607492041,FALSE,-1.41676566510886,0.00296750070070452,0.266894073761774,0.0518527562954789,0.27537361519714,0.114212592480706,-0.0533392992616361,0.758804425935303
"ENSMUSP00000084977","ENSMUSG00000039126","Prune2","19",16.956118,17.090025,17.223932,"19",18.257664,"UNC29989796",11.107630167742,TRUE,0.73387616889807,0.541606293427369,0.327472582204073,0.295431664225638,-0.158517331235423,-0.874116142340206,-0.79262274510158,-0.0731304900777431
"ENSMUSP00000028241","ENSMUSG00000026880","Stom","2",35.313986,35.325481,35.336976,"2",35.477444,"UNC2868862",11.040590003946,TRUE,0.755900067474048,0.435104135416371,0.328706595367633,0.59767066782541,-0.205598622353181,-0.359278429475378,-0.923610422120452,-0.628893992134415
"ENSMUSP00000087524","ENSMUSG00000054435","Gimap4","6",48.684549,48.688304,48.69206,"6",48.696241,"JAX00140702",11.0403799785479,TRUE,0.541742929411451,-0.754795735572863,-0.603817129705832,0.6430255516304,-0.71465831709977,-0.109692183306532,0.850415115410791,0.147779769232312
"ENSMUSP00000103080","ENSMUSG00000078670","Fam174b","7",73.740307,73.758613,73.776919,"7",73.556783,"UNC13125653",11.0154394000417,TRUE,0.147996474273201,0.679614216742964,0.271234078916058,0.124051465133067,0.556588180661375,-0.0591702927461996,-1.43956871354183,-0.280745409438421
"ENSMUSP00000100267","ENSMUSG00000076677","Ighv6-3","12",114.391712,114.39194,114.392169,"12",112.872128,"UNC21916108",11.0141825020775,TRUE,-0.899681794968154,1.28092347167462,-1.05182331023694,0.423472966705238,0.17119351631369,0.107601895323898,-0.0298004870037845,-0.00188625780860091
"ENSMUSP00000136002","ENSMUSG00000096146","Kcnj11","7",46.098725,46.099311,46.099897,"7",45.989737,"UNC12737217",11.0129685247433,TRUE,0.172115975666843,0.866819601037344,-0.773753142397882,0.474702261938185,-0.955044026954645,0.265572938825573,-0.320058337017895,0.269644728902933
"ENSMUSP00000130495","ENSMUSG00000005686","Ampd3","7",110.768206,110.790306,110.812405,"7",112.165249,"UNC13627612",10.9873144970102,TRUE,-0.274565222904387,0.593940888727821,0.619779977983232,-0.387393979531031,-0.549415766635686,-0.304467555108424,-0.73701840715582,1.03914006462432
"ENSMUSP00000105210","ENSMUSG00000078964","Ces1b","8",93.056727,93.068372,93.080017,"8",93.491522,"UNC15272365",10.9845085889341,TRUE,0.195550647458059,-0.295367703954418,0.100389823215021,-0.283221922527536,0.130342268702347,0.798863302425238,-1.15592453598052,0.509368120662071
"ENSMUSP00000114156","ENSMUSG00000013936","Myl2","5",122.100951,122.107212,122.113472,"5",122.980165,"UNC10063577",10.9785004048939,TRUE,0.0680543331704745,0.432252473128179,-0.234832343144482,0.128094213556022,0.672769986558257,0.421997112377742,-1.60703236060541,0.118696584959903
"ENSMUSP00000035078","ENSMUSG00000032497","Lrrfip2","9",111.118111,111.17189,111.225668,"9",110.9701,"JAX00705387",10.9664487557585,TRUE,0.633857933415803,-0.0648052320747149,-0.853066192481705,0.813481127600176,0.0357836334483318,0.220552993744235,-0.682820425120229,-0.102983838531952
"ENSMUSP00000102010","ENSMUSG00000053819","Camk2d","3",126.596302,126.720608,126.844913,"3",126.886267,"UNC6186895",10.954744181018,TRUE,0.425308779480263,-0.344380185281007,0.690379289881303,-0.448622704847615,-0.113121197635958,0.640852246999877,0.154161878491932,-1.00457810708834
"ENSMUSP00000132778","ENSMUSG00000002900","Lamb1","12",31.265234,31.297439,31.329644,"12",31.42558,"UNC20835926",10.8954163994174,TRUE,0.327574009090111,0.122013582812758,0.534433880610927,-0.0100269891324711,0.112083988246445,-1.26908779862548,-0.023563461643497,0.206572788640916
"ENSMUSP00000114928","ENSMUSG00000047459","Dynlrb1","2",155.236533,155.243405,155.250277,"X",134.095868,"UNC31339032",10.8858285332341,FALSE,0.839298441054517,-0.565165358060596,0.0246574209478116,-0.0547173462428452,-0.0489653168954639,0.711700007225918,-0.71234524109411,-0.194462606935261
"ENSMUSP00000072863","ENSMUSG00000062729","Ppox","1",171.27599,171.278588,171.281186,"1",171.504107,"UNC2200080",10.8849688908374,TRUE,-0.355394439957913,0.437877833621796,0.934227752096876,0.317853444869691,-0.250974319994179,0.311842598039606,-0.519977650622111,-0.875455218053775
"ENSMUSP00000099744","ENSMUSG00000000538","Tom1l2","11",60.226714,60.28981,60.352905,"11",58.436861,"UNC19713241",10.8801528255932,TRUE,-0.623706139120059,-0.142152126060794,-0.343539411874875,0.601401391320356,0.144765771286008,-0.717673266116818,0.0350068159821013,1.04589696458438
"ENSMUSP00000078362","ENSMUSG00000029761","Cald1","6",34.5985,34.686986,34.775473,"6",34.737889,"UNC10865753",10.8704784469002,TRUE,-0.0238429922693068,0.207005830760581,-0.176210843912514,0.0952299741091101,-0.244945715058876,0.741923597831341,-1.12146938422948,0.522309532769203
"ENSMUSP00000015391","ENSMUSG00000015247","Nipsnap3b","4",53.01188,53.01697,53.02206,"4",53.478885,"UNC7264714",10.8681304087225,TRUE,1.1141208198258,-0.736429535906398,-0.365902862225894,-0.273887379863049,-0.961331337909882,0.642675268217826,-0.00712800090910277,0.587883028771102
"ENSMUSP00000024866","ENSMUSG00000024066","Xdh","17",73.883908,73.917045,73.950182,"17",72.684945,"UNC28315051",10.8633438854808,TRUE,1.15959075478366,-0.495199870034002,0.157248858591765,-0.0902988028734111,-0.868648545574993,0.197418653366467,-0.573275629345842,0.513164581086546
"ENSMUSP00000130518","ENSMUSG00000022661","Cd200","16",45.382135,45.395594,45.409053,"16",44.746271,"UNC26731547",10.8628829436125,TRUE,-0.3070941209487,0.279042434843033,-0.353488908160288,-0.878622699082063,-0.14344981738128,-0.388995391295585,1.26771856736137,0.524889934663687
"ENSMUSP00000108526","ENSMUSG00000026279","Thap4","1",93.705391,93.730114,93.754838,"1",93.673229,"UNC010586869",10.8561482611645,TRUE,-0.0395521012769874,0.0697792781138564,-0.526614168976556,-0.0581853634848992,-0.383567154674257,1.66602305989191,-0.502560126432804,-0.225323423160191
"ENSMUSP00000022369","ENSMUSG00000021823","Vcl","14",20.929433,20.981553,21.033673,"14",20.966345,"UNC23669266",10.8491780866074,TRUE,-0.645161817146892,-0.24495288135802,-0.270079118479157,-0.233126276673681,-0.267131815998834,1.27704530972581,0.198212319717169,0.185194280213634
"ENSMUSP00000002885","ENSMUSG00000002808","Epdr1","13",19.591709,19.60577,19.61983,"13",47.217207,"JAX00357175",10.8360589639065,FALSE,0.689052940143251,-0.32939089594286,0.935371002092531,-0.82384511852673,0.263940693270146,-0.608792537364736,0.473682132765265,-0.600018216436984
"ENSMUSP00000022391","ENSMUSG00000021843","Ktn1","14",47.663756,47.70016,47.736563,"14",47.880056,"UNC23966880",10.8113414996044,TRUE,-0.311241134419912,0.522166263781427,-0.0264259656964456,-0.0271079641202355,-0.0798903215947828,-0.535252078967302,1.11631421248519,-0.658563011467948
"ENSMUSP00000032865","ENSMUSG00000030630","Fah","7",84.585159,84.59594,84.606722,"7",84.184551,"UNC13266910",10.7985826931216,TRUE,0.224238867795863,-0.466141434605339,0.05294780343158,0.400275567030242,0.491279909488273,-0.772106480922674,0.779551930483074,-0.710046162701448
"ENSMUSP00000046297","ENSMUSG00000039496","Cdnf","2",3.51303,3.519703,3.526376,"2",3.613854,"UNC2471438",10.7903581305739,TRUE,0.249030087438276,0.246829820645116,0.836483199802979,0.447245555766871,-0.552488244929217,-0.0387484408441349,-1.28052651645231,0.0921745385718915
"ENSMUSP00000125697","ENSMUSG00000043004","Gng2","14",19.872559,19.925093,19.977627,"14",19.938874,"UNC23657910",10.7758641798741,TRUE,-0.403702343977053,-0.552848088426976,-0.301949704467633,-0.200566978891658,-0.261141656602762,1.31793059848205,0.662395167695877,-0.260116993811863
"ENSMUSP00000040840","ENSMUSG00000033096","Apmap","2",150.58308,150.595824,150.608567,"2",150.783847,"JAX00101605",10.7483986791042,TRUE,-0.4283698177648,-0.383833296212572,-0.667254559911468,0.974072172202934,-0.1071510890927,1.08688835144549,-0.210214917652689,-0.264136843013884
"ENSMUSP00000024047","ENSMUSG00000023277","Twf2","9",106.203108,106.209248,106.215387,"9",107.582543,"UNC17087339",10.74030683597,TRUE,-0.394503323438756,0.240747807702656,0.0138177062984045,-0.173803360794928,-0.465373032980267,1.82160784477726,-0.458592008962689,-0.583901632601724
"ENSMUSP00000106509","ENSMUSG00000044573","Acp1","12",30.893326,30.902469,30.911612,"12",30.210545,"UNC120717169",10.6947682392427,TRUE,0.237505208220982,-0.924878894192487,0.56056961504441,-0.505412419084848,0.625413768569448,0.300779664655305,-0.691142716414923,0.397165773201975
"ENSMUSP00000077223","ENSMUSG00000057561","Eif1a","18",46.597704,46.603964,46.610225,"10",100.629486,"UNC18554470",10.6941719986341,FALSE,-0.134462749884116,-0.646432300629894,-1.01248606920077,0.899043600707299,-0.322323396062779,0.184494193672651,0.48989117177598,0.542275549621491
"ENSMUSP00000027384","ENSMUSG00000026192","Atic","1",71.55715,71.56839,71.579631,"1",71.630166,"UNC904980",10.692230037915,TRUE,-0.328368156828121,0.0382495656460873,0.084446835167094,-1.08149902596484,0.00750514221123172,0.228653828704939,0.118517209844256,0.93249460121947
"ENSMUSP00000025408","ENSMUSG00000024527","Afg3l2","18",67.404767,67.426966,67.449166,"18",66.252039,"UNC29474235",10.6816026309828,TRUE,-0.0301737286761593,-0.083556253673651,1.4056825352223,0.00699494197086159,-0.25955914215873,-0.815426234302772,-0.325248657877044,0.101286539495121
"ENSMUSP00000037754","ENSMUSG00000035875","AI182371","2",35.084046,35.092794,35.101543,"2",40.970564,"JAX00487704",10.6723358080557,FALSE,-0.247905341244143,-0.299897252903385,-0.207234000288447,-0.580249287017554,0.711295472576998,1.08955248921226,0.269238756872534,-0.734800837208547
"ENSMUSP00000065271","ENSMUSG00000054619","Mettl7a1","15",100.304817,100.309582,100.314348,"15",100.043146,"UNC26215088",10.6608872145504,TRUE,-0.505052467766332,-0.122501491114895,-0.064129204956805,0.0674405153381745,-0.0659975495237644,1.46428523235733,-0.298500802156257,-0.475544232177472
