"lodcolumn","gene_symbol","gene_chr","gene_start","gene_middle","gene_end","qtl_chr","qtl_pos","qtl_mkr","qtl_lod","cis"
"ENSMUSG00000090066","1110002E22Rik","3",138.065052,138.073279,138.081506,"17",76.41086,"UNC28373663",6.73470434187332,FALSE
"ENSMUSG00000020224","Llph","10",120.22707,120.22957,120.232071,"1",66.250043,"UNC832262",6.73463009167984,FALSE
"ENSMUSG00000089675","Ugt1a8","1",88.087813,88.153408,88.219004,"17",10.592415,"UNC27559062",6.73455010909101,FALSE
"ENSMUSG00000091390","Gm17168","17",57.041775,57.044459,57.047143,"7",133.375522,"JAX00656560",6.73450575201602,FALSE
"ENSMUSG00000025189","Cnnm1","19",43.440436,43.468824,43.497212,"3",29.476492,"UNC4944698",6.73428820027433,FALSE
"ENSMUSG00000048304","Slitrk3","3",73.048126,73.052534,73.056943,"3",50.572255,"UNC5238883",6.73428585120782,FALSE
"ENSMUSG00000060450","Rnf14","18",38.296635,38.307241,38.317847,"11",17.071967,"UNC19168786",6.73427525549191,FALSE
"ENSMUSG00000028121","Bcar3","3",122.41978,122.47498,122.53018,"3",144.627794,"UNC6448725",6.7341029664107,FALSE
"ENSMUSG00000031600","Vps37a","8",40.511783,40.531458,40.551134,"16",44.543455,"UNC26729239",6.73400832689489,FALSE
"ENSMUSG00000025287","Acot9","X",155.262443,155.280048,155.297654,"1",193.269902,"UNC2452776",6.73400662170008,FALSE
"ENSMUSG00000019852","D10Bwg1379e","10",18.588011,18.665884,18.743758,"10",91.340048,"UNC18426564",6.73392809841555,FALSE
"ENSMUSG00000025991","Cps1","1",67.123026,67.177142,67.231259,"4",140.409596,"UNC8356058",6.73355583275726,FALSE
"ENSMUSG00000027170","Eif3m","2",104.999656,105.008368,105.01708,"X",43.309451,"UNC200389762",6.73346830501652,FALSE
"ENSMUSG00000069273","Hist1h3e","13",23.561534,23.561952,23.562369,"9",29.418993,"UNC16070999",6.7334530902487,FALSE
"ENSMUSG00000063455","D630045J12Rik","6",38.123174,38.188592,38.254009,"5",118.911469,"UNC10015185",6.73343525748339,FALSE
"ENSMUSG00000097073","9430037G07Rik","9",88.595325,88.59742,88.599516,"9",46.582979,"UNC16299775",6.73338110511677,FALSE
"ENSMUSG00000050122","Vwa3b","1",37.026596,37.051796,37.076996,"13",110.420828,"UNC23357285",6.73330410865332,FALSE
"ENSMUSG00000021301","Hecw1","13",14.226438,14.374832,14.523226,"1",188.51456,"UNC2399918",6.73313314412105,FALSE
"ENSMUSG00000025574","Tk1","11",117.815526,117.820809,117.826092,"8",114.601265,"UNC15544090",6.73280184879198,FALSE
"ENSMUSG00000067653","Ankrd23","1",36.530534,36.533132,36.535729,"12",57.651625,"JAX00200494",6.7327464665472,FALSE
"ENSMUSG00000071322","Tcp10a","17",7.324646,7.33531,7.345974,"15",84.015703,"UNC26000612",6.73268497442802,FALSE
"ENSMUSG00000091697","Eif3s6-ps2","18",90.311825,90.311934,90.312043,"9",36.986184,"JAX00690435",6.73251005504531,FALSE
"ENSMUSG00000028927","Padi2","4",140.906344,140.929465,140.952586,"6",48.244597,"UNC11030343",6.73239870203509,FALSE
"ENSMUSG00000085399","9130206I24Rik","4",114.909257,114.915612,114.921967,"16",97.591481,"UNC27478095",6.73235964918956,FALSE
"ENSMUSG00000060988","Galnt13","2",54.436317,54.777313,55.118309,"17",84.491001,"JAX00448641",6.73229327208254,FALSE
"ENSMUSG00000072572","Slc39a2","14",51.892889,51.894817,51.896745,"1",161.168218,"UNC2062013",6.73224747133247,FALSE
"ENSMUSG00000034055","Phka1","X",102.513975,102.57911,102.644246,"3",55.25852,"UNC5307862",6.73202567638346,FALSE
"ENSMUSG00000044573","Acp1","12",30.893326,30.902469,30.911612,"10",59.689194,"UNC18045831",6.73201830399048,FALSE
"ENSMUSG00000082465","Rps6-ps3","9",53.689534,53.689908,53.690283,"1",91.780845,"UNC1146678",6.73201057786017,FALSE
"ENSMUSG00000027522","Stx16","2",174.076308,174.08804,174.099771,"2",26.729118,"UNC2772104",6.73199580642302,FALSE
"ENSMUSG00000052214","Opa3","7",19.228334,19.242438,19.256543,"10",92.739412,"UNC18444999",6.73194461543447,FALSE
"ENSMUSG00000047965","Rpl9-ps7","2",70.458982,70.459271,70.45956,"17",48.013642,"UNC27953528",6.73180631541844,FALSE
"ENSMUSG00000030427","Lilra6","7",3.90828,3.911892,3.915503,"2",129.539006,"UNC3955453",6.73158959768486,FALSE
"ENSMUSG00000092036","Gm2244","14",19.532896,19.541427,19.549958,"2",133.840121,"UNC4010264",6.73158841836879,FALSE
"ENSMUSG00000049565","Aknad1","3",108.739658,108.760977,108.782296,"12",108.930248,"UNC21862230",6.73152481556199,FALSE
"ENSMUSG00000073538","E330020D12Rik","1",153.404827,153.406628,153.408429,"9",34.715392,"UNC16143928",6.73135193129754,FALSE
"ENSMUSG00000027708","Dcun1d1","3",35.892105,35.914775,35.937445,"2",28.484235,"UNC2797101",6.73125019029969,FALSE
"ENSMUSG00000093594","Gm20707","4",147.782319,147.79608,147.80984,"7",101.775441,"JAX00649178",6.73115092977892,FALSE
"ENSMUSG00000021338","Lrrc16a","13",24.012344,24.14657,24.280795,"6",124.143497,"UNC061823041",6.7311386202881,FALSE
"ENSMUSG00000006262","Mob1b","5",88.720855,88.741456,88.762058,"5",117.603329,"UNC9999634",6.73099776393152,FALSE
"ENSMUSG00000040725","Hnrnpul1","7",25.721498,25.738114,25.75473,"2",75.381832,"UNC3348859",6.73075789057034,FALSE
"ENSMUSG00000096751","Gm21971","12",102.673017,102.700175,102.727333,"8",22.316376,"UNC14298290",6.7305382788045,FALSE
"ENSMUSG00000054083","Capn12","7",28.881656,28.88762,28.893585,"19",17.099162,"UNC29968746",6.73038391203529,FALSE
"ENSMUSG00000035964","Tmem59l","8",70.483876,70.485617,70.487358,"X",139.827968,"UNC31384599",6.73037394815876,FALSE
"ENSMUSG00000061207","Stk19","17",34.823993,34.830469,34.836945,"5",148.35875,"UNC10414223",6.73025977695489,FALSE
"ENSMUSG00000032175","Tyk2","9",21.104069,21.115708,21.127346,"8",74.953357,"B6_rs32729089",6.73019252822399,FALSE
"ENSMUSG00000097271","Gm9903","5",33.629925,33.631008,33.632092,"2",32.580669,"UNC2839875",6.73008313515775,FALSE
"ENSMUSG00000090187","AK157302","13",21.495306,21.4955,21.495695,"1",182.021333,"UNC2327170",6.72997733757187,FALSE
"ENSMUSG00000086291","Gm15513","5",34.21181,34.212806,34.213802,"11",79.547114,"JAX00316072",6.72988682764852,FALSE
"ENSMUSG00000090643","Gm3453","14",5.970744,5.97494,5.979137,"12",61.608964,"UNC21233854",6.72987812183092,FALSE
"ENSMUSG00000097333","Zfp87","13",67.515781,67.520979,67.526177,"4",140.462702,"UNC8357151",6.72971646234043,FALSE
"ENSMUSG00000085412","Gm15055","6",52.102949,52.10774,52.112532,"7",28.72162,"UNC12548196",6.72962031563156,FALSE
"ENSMUSG00000039768","Dnajc11","4",151.933691,151.957914,151.982137,"15",5.656319,"backupUNC150416509",6.72961491883299,FALSE
"ENSMUSG00000038042","Ptpdc1","13",48.577873,48.601723,48.625573,"18",62.52691,"JAX00461651",6.72961284267134,FALSE
"ENSMUSG00000049672","Zbtb14","17",69.38305,69.3869,69.39075,"6",91.014985,"JAX00617374",6.72954437228276,FALSE
"ENSMUSG00000016831","Tox4","14",52.279146,52.287768,52.296391,"12",83.323699,"UNC21510654",6.72950890686247,FALSE
"ENSMUSG00000078648","Gm17546","15",95.824459,95.827266,95.830072,"12",16.002405,"UNC20691120",6.72944461140138,FALSE
"ENSMUSG00000020732","Rab37","11",115.091431,115.126834,115.162236,"14",118.032669,"UNC24855375",6.72938758097664,FALSE
"ENSMUSG00000035370","Adat3","10",80.60288,80.609332,80.615783,"14",117.171777,"UNC24840484",6.72935822156487,FALSE
"ENSMUSG00000000489","Pdgfb","15",79.9959,80.005354,80.014808,"4",41.645848,"backupUNC040437864",6.72923496008934,FALSE
"ENSMUSG00000039318","Rab3gap2","1",185.204168,185.245456,185.286743,"6",90.840211,"UNC11576876",6.72909393193068,FALSE
"ENSMUSG00000056300","Gm13247","4",146.502027,146.520711,146.539395,"5",5.742033,"UNC8570153",6.72901809144536,FALSE
"ENSMUSG00000024127","Prepl","17",85.063477,85.076872,85.090267,"1",161.230942,"UNC2062943",6.72900697931566,FALSE
"ENSMUSG00000051413","Plagl2","2",153.227759,153.234592,153.241426,"2",127.239056,"UNC3927323",6.72874047399785,FALSE
"ENSMUSG00000092544","Gm20422","8",69.742862,69.758874,69.774886,"1",124.889843,"UNC1599075",6.72869197904415,FALSE
"ENSMUSG00000031168","Ebp","X",8.185329,8.18942,8.193512,"13",112.511454,"UNC23394288",6.72860828309616,FALSE
"ENSMUSG00000026357","Rgs18","1",144.752683,144.764059,144.775435,"17",83.112319,"UNC28480246",6.72857196551332,FALSE
"ENSMUSG00000037306","Man1c1","4",134.56169,134.63299,134.70429,"19",3.94842,"UNC29829291",6.72856413561421,FALSE
"ENSMUSG00000050241","Klre1","6",129.577893,129.581858,129.585824,"17",43.549743,"UNC27891333",6.72851341303954,FALSE
"ENSMUSG00000086886","Gm15135","7",104.261465,104.26182,104.262174,"15",100.001608,"UNC26214770",6.72831607100739,FALSE
"ENSMUSG00000082100","Glns-ps1","11",19.720355,19.720914,19.721472,"2",114.300774,"UNC3783798",6.72831261927034,FALSE
"ENSMUSG00000049551","Fzd9","5",135.248938,135.250084,135.25123,"17",78.364123,"UNC28404472",6.72810553538616,FALSE
"ENSMUSG00000025658","Cnksr2","X",157.821436,157.932365,158.043294,"11",101.281142,"UNC20253104",6.72809513156807,FALSE
"ENSMUSG00000083537","Gm14942","X",122.347613,122.34778,122.347948,"15",10.643639,"UNC25024732",6.72806273971157,FALSE
"ENSMUSG00000041849","Card6","15",5.095981,5.10226,5.108539,"5",147.788503,"UNC10402130",6.72796466554742,FALSE
"ENSMUSG00000042202","Slc35e2","4",155.601416,155.612378,155.62334,"15",61.777958,"UNC25719074",6.72789029623801,FALSE
"ENSMUSG00000090963","Gm17655","5",110.046232,110.046359,110.046486,"6",71.441521,"UNC11333819",6.72768994485801,FALSE
"ENSMUSG00000035775","Krt20","11",99.428403,99.433276,99.43815,"15",22.72531,"UNC25183566",6.72763210212646,FALSE
"ENSMUSG00000025198","Erlin1","19",44.034944,44.052364,44.069785,"9",78.979512,"UNC16700238",6.72751771376368,FALSE
"ENSMUSG00000029570","Lfng","5",140.607341,140.611442,140.615543,"1",36.196141,"UNC449992",6.72746202219053,FALSE
"ENSMUSG00000047123","Ticam1","17",56.269319,56.273052,56.276786,"17",88.533873,"UNC170224052",6.72734341387871,FALSE
"ENSMUSG00000033883","D3Ertd254e","3",36.159522,36.164928,36.170335,"14",59.770024,"JAX00381203",6.72724405296541,FALSE
"ENSMUSG00000038421","Fcrla","1",170.917576,170.92258,170.927583,"4",141.25206,"UNC8370144",6.7271191955054,FALSE
"ENSMUSG00000057156","Homez","14",54.852736,54.861848,54.870961,"1",81.306206,"UNC1033310",6.72691335845068,FALSE
"ENSMUSG00000030763","Lcmt1","7",123.377982,123.40417,123.430358,"9",64.703235,"UNC16515007",6.72688329939966,FALSE
"ENSMUSG00000030830","Itgal","7",127.29626,127.315698,127.335137,"11",63.18546,"UNC19774136",6.72664201298344,FALSE
"ENSMUSG00000060019","Gm10073","8",106.572966,106.573214,106.573461,"7",117.032432,"UNC13689916",6.72628438866378,FALSE
"ENSMUSG00000078664","Sprr2a1","3",92.215835,92.21916,92.222485,"X",11.192881,"UNC30647623",6.72616690755965,FALSE
"ENSMUSG00000005357","Slc1a6","10",78.780496,78.79766,78.814825,"2",18.965015,"UNC2669584",6.72613211697706,FALSE
"ENSMUSG00000072739","Gm10408","14",3.449379,3.454333,3.459287,"10",61.445262,"UNC18068742",6.72612122926311,FALSE
"ENSMUSG00000033882","Rbm46","3",82.837228,82.856856,82.876483,"X",37.819101,"UNC30749597",6.72591149401481,FALSE
"ENSMUSG00000054894","Atp5s","12",69.724962,69.73481,69.744658,"3",136.100449,"UNC6320026",6.72587190155523,FALSE
"ENSMUSG00000025453","Nnt","13",119.335448,119.372222,119.408997,"13",55.398422,"UNC130067930",6.72584672593682,FALSE
"ENSMUSG00000086316","2210013O21Rik","X",153.72359,153.732427,153.741264,"15",62.352928,"UNC25726013",6.72580876474242,FALSE
"ENSMUSG00000021831","Ero1l","14",45.283092,45.300832,45.318572,"14",83.356069,"UNC24364583",6.72578022180421,FALSE
"ENSMUSG00000095576","Fmo6","1",162.916551,162.926888,162.937225,"15",79.255656,"UNC25945860",6.72576346649049,FALSE
"ENSMUSG00000034744","Nagk","6",83.794982,83.799201,83.80342,"13",89.35467,"UNC23055462",6.72573077285836,FALSE
"ENSMUSG00000005804","Bloc1s6","2",122.738503,122.743989,122.749475,"13",109.814553,"UNC23347668",6.7257189103726,FALSE
"ENSMUSG00000079942","Rpl28-ps3","4",126.069867,126.070074,126.07028,"4",122.939205,"UNC8118743",6.72562036147272,TRUE
"ENSMUSG00000026728","Vim","2",13.573927,13.578376,13.582826,"18",82.306998,"UNC29720598",6.72562018813139,FALSE
"ENSMUSG00000028001","Fga","3",83.026153,83.029884,83.033615,"6",142.221697,"JAX00629117",6.72541165947014,FALSE
"ENSMUSG00000040782","Rfwd2","1",159.232326,159.289953,159.34758,"9",77.254199,"UNC16675236",6.72536355466206,FALSE
"ENSMUSG00000024867","Pip5k1b","19",24.294794,24.425333,24.555872,"8",37.852194,"UNC14532909",6.72531003241855,FALSE
"ENSMUSG00000031502","Col4a1","8",11.198423,11.255624,11.312826,"14",65.218774,"UNC24132405",6.72510456436626,FALSE
"ENSMUSG00000030671","Pde3b","7",114.415281,114.477266,114.539251,"14",75.571765,"UNC24270800",6.72502310641484,FALSE
"ENSMUSG00000020635","Fkbp1b","12",4.833175,4.837385,4.841595,"3",127.260527,"JAX00112954",6.72489704500436,FALSE
"ENSMUSG00000037296","Lsm1","8",25.785591,25.794783,25.803975,"4",104.601409,"UNC7894754",6.72459560605134,FALSE
"ENSMUSG00000050490","Gm8394","10",85.313488,85.313964,85.314439,"9",35.613997,"UNC16155946",6.7245936884789,FALSE
"ENSMUSG00000046411","Gm6816","7",114.926959,114.927342,114.927726,"3",136.92479,"UNC6331986",6.7245050214549,FALSE
"ENSMUSG00000083780","Gm12728","4",105.789869,105.79229,105.794711,"4",87.275946,"UNC7679586",6.72447982360506,FALSE
"ENSMUSG00000083817","Gm14400","2",177.225473,177.227218,177.228963,"3",157.268993,"UNC6616678",6.72445491762528,FALSE
"ENSMUSG00000049630","C1ql3","2",13.003457,13.007602,13.011747,"13",5.392085,"UNC22045693",6.72444859582763,FALSE
"ENSMUSG00000037525","Bcdin3d","15",99.470084,99.472407,99.47473,"3",143.592473,"UNC6433756",6.72442128641462,FALSE
"ENSMUSG00000098975","RP23-103I12.3","14",69.582164,69.632725,69.683286,"2",84.770126,"UNC3454307",6.72436633218115,FALSE
"ENSMUSG00000014601","Strip1","3",107.612532,107.622121,107.63171,"19",44.372542,"UNC30369819",6.72436559481288,FALSE
"ENSMUSG00000025162","Csnk1d","11",120.961749,120.97654,120.99133,"12",44.57891,"UNC21013333",6.72429830711875,FALSE
"ENSMUSG00000029847","2010107G12Rik","6",34.945278,34.962166,34.979054,"7",64.373006,"JAX00152178",6.72404410763518,FALSE
"ENSMUSG00000082789","Gm13284","4",88.763709,88.767658,88.771606,"18",57.464838,"UNC29335111",6.72386140953684,FALSE
"ENSMUSG00000047216","Cdh19","1",110.889195,110.933284,110.977372,"12",50.938433,"JAX00333321",6.72368748233604,FALSE
"ENSMUSG00000017386","Traf4","11",78.158499,78.162044,78.165589,"2",29.881819,"UNC2812233",6.72356685547018,FALSE
"ENSMUSG00000081262","Gm12261","11",59.577992,59.578314,59.578636,"12",117.400838,"UNC21992307",6.72352937591847,FALSE
"ENSMUSG00000035678","Tnfsf9","17",57.105385,57.106571,57.107757,"9",14.015848,"UNC15870038",6.72329392377356,FALSE
"ENSMUSG00000079593","Gm14597","X",53.577087,53.593033,53.608979,"6",37.739076,"JAX00229115",6.72321273505462,FALSE
"ENSMUSG00000081857","Gm13624","2",69.799151,69.799382,69.799612,"13",5.825194,"JAX00201897",6.72311512006036,FALSE
"ENSMUSG00000027134","Lpcat4","2",112.239468,112.24329,112.247111,"7",92.475805,"JAX00154279",6.72309427843521,FALSE
"ENSMUSG00000039242","B3galnt2","13",13.954674,13.976871,13.999068,"18",64.976012,"UNC29451937",6.72296111692028,FALSE
"ENSMUSG00000023484","Prph","15",99.055174,99.057076,99.058978,"7",72.831653,"UNC13116152",6.72288221926008,FALSE
"ENSMUSG00000022323","Hrsp12","15",34.484021,34.489638,34.495255,"19",18.98406,"UNC30001791",6.72278410060614,FALSE
"ENSMUSG00000081226","Gm8802","5",7.857108,7.857478,7.857847,"13",69.549206,"JAX00045960",6.72272377827036,FALSE
"ENSMUSG00000089960","Ugt1a1","1",88.211959,88.215478,88.218997,"13",117.073999,"UNC23465594",6.72239115834898,FALSE
"ENSMUSG00000029602","Rasal1","5",120.648812,120.664204,120.679597,"8",36.491654,"UNC14512197",6.72238171446299,FALSE
"ENSMUSG00000026473","Glul","1",153.899944,153.904834,153.909723,"1",34.815613,"UNC427689",6.72199135946022,FALSE
"ENSMUSG00000026991","Pkp4","2",59.16085,59.258029,59.355208,"17",29.607687,"UNC27749251",6.72188042700518,FALSE
"ENSMUSG00000059810","Rgs3","4",62.559847,62.631924,62.704001,"9",78.619733,"UNC090153823",6.72184204293795,FALSE
"ENSMUSG00000072718","Klra10","6",130.269194,130.275561,130.281928,"13",46.201016,"UNC22540849",6.72177676879792,FALSE
"ENSMUSG00000045876","Pcdhb8","18",37.355271,37.35644,37.35761,"3",119.743089,"UNC6077817",6.72140454446762,FALSE
"ENSMUSG00000027546","Atp9a","2",168.634438,168.688424,168.742409,"3",119.977242,"JAX00535543",6.7210976912635,FALSE
"ENSMUSG00000097858","9530052C20Rik","3",142.882495,142.88857,142.894644,"8",36.583501,"UNC14513640",6.7210852810334,FALSE
"ENSMUSG00000045180","Shroom2","X",152.609509,152.689487,152.769465,"2",130.127111,"JAX00100059",6.72104348746086,FALSE
"ENSMUSG00000010021","Kif19a","11",114.765388,114.778064,114.790739,"7",129.847638,"JAX00655818",6.72092658964384,FALSE
"ENSMUSG00000022322","Shcbp1","8",4.73598,4.757757,4.779534,"16",17.584926,"JAX00066930",6.72092043937092,FALSE
"ENSMUSG00000029708","Gcc1","6",28.416091,28.42224,28.42839,"13",89.030471,"JAX00365515",6.72086928202367,FALSE
"ENSMUSG00000052137","Rbm12b2","4",12.089439,12.092841,12.096243,"7",33.935468,"backupUNC070071252",6.72076550432734,FALSE
"ENSMUSG00000038422","Hdhd3","4",62.499008,62.501238,62.503467,"2",112.28029,"UNC3762325",6.72072180831695,FALSE
"ENSMUSG00000028278","Rragd","4",32.983037,33.002608,33.02218,"13",45.202911,"backupUNC130055300",6.72070229429178,FALSE
"ENSMUSG00000051343","Rab11fip5","6",85.334963,85.354798,85.374634,"6",77.424303,"UNC11419776",6.72035535632028,FALSE
"ENSMUSG00000031596","Slc7a2","8",40.862396,40.892352,40.922308,"15",58.990109,"UNC25683390",6.72029333509226,FALSE
"ENSMUSG00000078652","Psme3","11",101.316213,101.319875,101.323537,"1",182.860817,"UNC2337583",6.72021683191869,FALSE
"ENSMUSG00000041754","Trem3","17",48.247777,48.253309,48.258841,"13",112.037784,"UNC23385644",6.72017865984018,FALSE
"ENSMUSG00000061360","Phf5a","15",81.865319,81.868615,81.871911,"4",45.780309,"JAX00549792",6.72006849446404,FALSE
"ENSMUSG00000085783","Gm9816","16",62.716953,62.717882,62.71881,"3",87.457107,"JAX00110025",6.72006388181001,FALSE
"ENSMUSG00000062496","4930431F12Rik","5",44.966583,44.967225,44.967867,"2",27.217976,"backupUNC020981848",6.71970471065488,FALSE
"ENSMUSG00000029371","Cxcl5","5",90.759299,90.760462,90.761625,"4",35.375524,"UNC7050896",6.71956230859818,FALSE
"ENSMUSG00000055691","Gja6","X",160.902116,160.904584,160.907052,"15",40.166395,"UNC25423942",6.71955357432501,FALSE
"ENSMUSG00000083337","Gm11539","11",96.248633,96.248911,96.249189,"4",54.214153,"UNC7274176",6.71951701687842,FALSE
"ENSMUSG00000064254","Ethe1","7",24.587543,24.598234,24.608925,"3",137.705011,"UNC030556947",6.71949297602868,FALSE
"ENSMUSG00000051107","Gm15440","13",51.685529,51.693285,51.701041,"1",39.014729,"UNC487441",6.71949046845392,FALSE
"ENSMUSG00000097372","Gm26876","10",128.645884,128.647848,128.649811,"15",94.396542,"UNC26146083",6.71933522480151,FALSE
"ENSMUSG00000022025","Lect1","14",79.63769,79.64993,79.66217,"16",5.419556,"UNC26263616",6.71933361831571,FALSE
"ENSMUSG00000030101","Sumf1","6",108.107028,108.146305,108.185582,"19",25.750358,"UNC30118681",6.719326975149,FALSE
"ENSMUSG00000033542","Arhgef5","6",43.265582,43.277451,43.28932,"6",113.409387,"UNC11883978",6.71931484773101,FALSE
"ENSMUSG00000083900","Gm13294","2",11.099788,11.100026,11.100264,"11",52.781479,"backupJAX00311063",6.7191093799211,FALSE
"ENSMUSG00000026271","Gpr35","1",92.973119,92.979755,92.986391,"13",54.789697,"backupUNC130294653",6.71909477833969,FALSE
"ENSMUSG00000015745","Plekho1","3",95.988429,95.992215,95.996001,"5",66.511653,"UNC9367606",6.71905222427795,FALSE
"ENSMUSG00000084289","Gm6977","X",90.744546,90.744804,90.745062,"10",126.91023,"JAX00302006",6.71904845561336,FALSE
"ENSMUSG00000050299","Gm9843","16",76.403209,76.40346,76.403712,"7",142.473396,"UNC14023050",6.71904038815494,FALSE
"ENSMUSG00000013663","Pten","19",32.757497,32.791828,32.82616,"5",137.783931,"UNC10271875",6.71900664131863,FALSE
"ENSMUSG00000024847","Aip","19",4.114446,4.120152,4.125858,"8",39.957537,"UNC14566377",6.71896806027532,FALSE
"ENSMUSG00000095779","Gm2163","4",42.466752,42.528345,42.589938,"19",48.696353,"UNC30430530",6.71889603116724,FALSE
"ENSMUSG00000020151","Ptprr","10",116.018213,116.146572,116.274932,"10",124.045689,"UNC18907686",6.71873322590992,FALSE
"ENSMUSG00000074250","Gm10653","9",62.841477,62.854738,62.868,"4",97.157038,"JAX00122211",6.71868361328483,FALSE
"ENSMUSG00000029022","Miip","4",147.860778,147.864797,147.868816,"16",40.657654,"UNC26692260",6.71861533428917,FALSE
"ENSMUSG00000096474","Gm5561","1",179.520375,179.520616,179.520857,"5",52.609921,"UNC9187336",6.71856356533911,FALSE
"ENSMUSG00000027016","Zfp385b","2",77.410634,77.615136,77.819639,"4",100.348811,"UNC7836260",6.71834274874816,FALSE
"ENSMUSG00000038055","Dexi","16",10.502531,10.522792,10.543054,"7",105.438446,"UNC13548497",6.71812490541144,FALSE
"ENSMUSG00000044976","Wdr72","9",74.110356,74.196832,74.283308,"1",173.012745,"UNC2216194",6.71799071444897,FALSE
"ENSMUSG00000062609","Kcnj15","16",95.257558,95.278909,95.30026,"11",105.099548,"UNC20302695",6.71761023441819,FALSE
"ENSMUSG00000060397","Zfp128","7",12.881177,12.8873,12.893422,"19",19.440496,"UNC30008575",6.71755602837137,FALSE
"ENSMUSG00000085095","Gm15635","7",99.661439,99.664416,99.667394,"10",75.842842,"UNC18251954",6.71750380465492,FALSE
"ENSMUSG00000025504","Eps8l2","7",141.33888,141.35095,141.36302,"3",153.016611,"UNC6561921",6.71743616072464,FALSE
"ENSMUSG00000097336","Fendrr","8",121.054882,121.068996,121.08311,"7",34.405906,"UNC12598627",6.71728090299165,FALSE
"ENSMUSG00000029580","Actb","5",142.903115,142.904934,142.906754,"12",88.377927,"JAX00340758",6.71717298048827,FALSE
"ENSMUSG00000021959","Lats2","14",57.642077,57.700232,57.758388,"15",7.61088,"UNC24992145",6.71716497570868,FALSE
"ENSMUSG00000028850","Gpatch3","4",133.574745,133.579494,133.584243,"19",40.410259,"UNC30311181",6.71714048046189,FALSE
"ENSMUSG00000087207","Gm13147","4",147.230284,147.244811,147.259338,"14",20.070731,"backupJAX00050708",6.7170563780023,FALSE
"ENSMUSG00000000276","Dgke","11",89.035179,89.051014,89.06685,"6",85.186641,"UNC11519960",6.7170421261818,FALSE
"ENSMUSG00000040123","Zmym5","14",56.790585,56.80115,56.811716,"11",40.608643,"UNC19469215",6.71702454703995,FALSE
"ENSMUSG00000074826","Gm10767","13",66.904914,66.907075,66.909236,"3",72.561258,"UNC5511719",6.71700139842033,FALSE
"ENSMUSG00000046402","Rbp1","9",98.422961,98.434756,98.446551,"1",168.508049,"UNC2154967",6.71696996569861,FALSE
"ENSMUSG00000061099","Gapdhs","7",30.729775,30.736728,30.743681,"1",182.331386,"backupUNC010671431",6.71682707241756,FALSE
"ENSMUSG00000058186","Gm13242","4",145.670685,145.687563,145.704441,"14",117.767207,"UNC24850414",6.71675465986837,FALSE
"ENSMUSG00000025402","Nab2","10",127.660918,127.664743,127.668568,"6",124.947487,"UNC12015611",6.71674408667939,FALSE
"ENSMUSG00000083220","Gm12919","4",10.853843,10.85464,10.855436,"8",25.363948,"UNC14339961",6.71669854728015,FALSE
"ENSMUSG00000093565","2610019E17Rik","17",24.528248,24.528496,24.528744,"15",38.095966,"UNC25395553",6.7163672552398,FALSE
"ENSMUSG00000020547","Bzw2","12",36.091846,36.124336,36.156825,"2",82.545312,"UNC021823989",6.71632280413066,FALSE
"ENSMUSG00000004508","Gab2","7",97.081751,97.195346,97.30894,"8",115.0919,"UNC15552290",6.71628851596832,FALSE
"ENSMUSG00000032226","Gcnt3","9",70.031496,70.034792,70.038088,"4",12.601201,"UNC040012289",6.71619619553279,FALSE
"ENSMUSG00000037134","Prmt10","8",77.549397,77.565368,77.581338,"2",4.922168,"UNC2489846",6.7161761060019,FALSE
"ENSMUSG00000026080","Chst10","1",38.863877,38.881018,38.89816,"2",166.436029,"UNC4433354",6.71615533465459,FALSE
"ENSMUSG00000027787","Nmd3","3",69.721985,69.735514,69.749042,"13",108.923282,"backupUNC130365612",6.71613815092727,FALSE
"ENSMUSG00000003348","Mob3a","10",80.685256,80.693538,80.70182,"13",108.848794,"UNC23333335",6.71611763731726,FALSE
"ENSMUSG00000027739","Rab33b","3",51.483966,51.489936,51.495905,"8",36.36282,"UNC14509649",6.71601217434009,FALSE
"ENSMUSG00000078532","Nkain1","4",130.531602,130.552888,130.574173,"1",157.410974,"UNC2021171",6.71596289754367,FALSE
"ENSMUSG00000027706","Sec62","3",30.792876,30.80707,30.821263,"1",119.254495,"JAX00264108",6.71588693744602,FALSE
"ENSMUSG00000027715","Ccna2","3",36.564866,36.568508,36.57215,"3",53.304733,"JAX00107471",6.71586527742967,FALSE
"ENSMUSG00000024134","Six2","17",85.684268,85.686271,85.688274,"11",116.481046,"UNC20474477",6.71573133373334,FALSE
"ENSMUSG00000024087","Cyp1b1","17",79.706953,79.710997,79.715041,"11",114.972042,"UNC20454833",6.71569907537287,FALSE
"ENSMUSG00000085733","Gm11641","11",103.363213,103.363932,103.364651,"12",118.418274,"JAX00041018",6.71564341676188,FALSE
"ENSMUSG00000041133","Smc1a","X",152.016428,152.039561,152.062694,"5",91.053718,"UNC9677243",6.7156396040829,FALSE
"ENSMUSG00000029686","Cul1","6",47.453398,47.489768,47.526139,"15",88.091239,"UNC26058568",6.71535100027346,FALSE
"ENSMUSG00000094300","Gm5989","6",23.157986,23.159024,23.160061,"9",111.735202,"UNC17131367",6.71533854760915,FALSE
"ENSMUSG00000040710","St8sia4","1",95.587684,95.627639,95.667594,"17",67.792601,"JAX00077712",6.71525803031835,FALSE
"ENSMUSG00000020453","Patz1","11",3.288874,3.298978,3.309083,"14",120.0139,"UNC24888654",6.71501717038707,FALSE
