"lodcolumn","gene_id","gene_symbol","gene_chr","gene_start","gene_middle","gene_end","qtl_chr","qtl_pos","qtl_mkr","qtl_lod","cis"
"ENSMUSP00000091835","ENSMUSG00000070493","Chchd2","5",129.881156,129.884313,129.88747,"7",4.738478,"UNC12381586",7.18743665892946,FALSE
"ENSMUSP00000018803","ENSMUSG00000018659","Pnpo","11",96.937825,96.940906,96.943986,"11",116.246325,"JAX00322828",7.1871455909855,FALSE
"ENSMUSP00000129800","ENSMUSG00000037062","Sh3glb1","3",144.688844,144.704584,144.720323,"9",28.136354,"UNC16053942",7.18699731214434,FALSE
"ENSMUSP00000028121","ENSMUSG00000026781","Acbd5","2",23.068168,23.091339,23.11451,"1",12.9948,"JAX00242215",7.18646049601399,FALSE
"ENSMUSP00000107285","ENSMUSG00000058267","Mrps14","1",160.195215,160.198692,160.20217,"17",47.388693,"UNC27945133",7.18527485371126,FALSE
"ENSMUSP00000044548","ENSMUSG00000038374","Rbm8a","3",96.629928,96.631854,96.633779,"8",108.504502,"UNC15467263",7.18485629741005,FALSE
"ENSMUSP00000048833","ENSMUSG00000040731","Eif4h","5",134.61988,134.629614,134.639348,"12",99.614959,"UNC21735253",7.1846835590191,FALSE
"ENSMUSP00000106222","ENSMUSG00000027238","Frmd5","2",121.545529,121.676308,121.807087,"17",17.933928,"UNC27625166",7.18283673010732,FALSE
"ENSMUSP00000033570","ENSMUSG00000031221","Igbp1","X",100.494291,100.505208,100.516125,"3",101.830127,"UNC5858825",7.18251117895645,FALSE
"ENSMUSP00000128819","ENSMUSG00000022142","Nup155","15",8.109313,8.134585,8.159857,"7",131.539807,"UNC13869539",7.18249552959872,FALSE
"ENSMUSP00000022682","ENSMUSG00000022091","Sorbs3","14",70.180468,70.194052,70.207637,"4",149.904727,"UNC8441220",7.18007999792625,FALSE
"ENSMUSP00000016631","ENSMUSG00000016487","Ppfibp1","6",146.888487,146.960256,147.032025,"1",186.206757,"UNC2374271",7.17949305748682,FALSE
"ENSMUSP00000019354","ENSMUSG00000019210","Atp6v1e1","6",120.795245,120.808965,120.822685,"5",136.750467,"JAX00598697",7.17899385632408,FALSE
"ENSMUSP00000062110","ENSMUSG00000046985","Tapt1","5",44.175164,44.200885,44.226606,"18",15.249747,"B6_rs13483221",7.17744657768331,FALSE
"ENSMUSP00000022322","ENSMUSG00000021794","Glud1","14",34.310727,34.327936,34.345144,"7",142.563053,"UNC14023639",7.17695394901603,FALSE
"ENSMUSP00000001716","ENSMUSG00000001666","Ddt","10",75.77123,75.772322,75.773414,"10",79.983593,"JAX00196110",7.17576656339128,FALSE
"ENSMUSP00000081009","ENSMUSG00000049091","Sephs2","7",127.272561,127.27324,127.273919,"3",149.755701,"UNC6520668",7.17498793439021,FALSE
"ENSMUSP00000023087","ENSMUSG00000022451","Twf1","15",94.577951,94.58392,94.589889,"12",112.692868,"UNC21913689",7.17456980611225,FALSE
"ENSMUSP00000026743","ENSMUSG00000025651","Uqcrc1","9",108.936648,108.943144,108.94964,"7",16.572374,"UNC12452451",7.17430684684367,FALSE
"ENSMUSP00000104957","ENSMUSG00000061474","Mrps36","13",100.735955,100.740307,100.744659,"9",60.239139,"JAX00695637",7.17385877017039,FALSE
"ENSMUSP00000031695","ENSMUSG00000029684","Wasl","6",24.613805,24.639407,24.665009,"18",35.616825,"UNC29041168",7.17267746158549,FALSE
"ENSMUSP00000027592","ENSMUSG00000026353","Ubxn4","1",128.244181,128.261779,128.279377,"18",81.691029,"UNC29711093",7.1714533031938,FALSE
"ENSMUSP00000133360","ENSMUSG00000006050","Sra1","18",36.666681,36.668938,36.671196,"12",61.769291,"UNC21236131",7.17081497279537,FALSE
"ENSMUSP00000047463","ENSMUSG00000073557","Ppp1r12b","1",134.754658,134.8553,134.955942,"9",28.15895,"UNC16054223",7.16994367429034,FALSE
"ENSMUSP00000074448","ENSMUSG00000016534","Lamp2","X",38.401357,38.428906,38.456454,"11",116.686268,"JAX00322928",7.16948481508718,FALSE
"ENSMUSP00000078746","ENSMUSG00000063410","Stk24","14",121.286343,121.332838,121.379334,"10",89.600664,"UNC18400728",7.16939406866203,FALSE
"ENSMUSP00000125857","ENSMUSG00000039782","Cpeb2","5",43.233463,43.261594,43.289724,"3",63.817518,"UNC5401553",7.1665804678864,FALSE
"ENSMUSP00000059501","ENSMUSG00000050732","Vamp8","6",72.385223,72.387963,72.390703,"11",112.48927,"JAX00321966",7.16327398640377,FALSE
"ENSMUSP00000100059","ENSMUSG00000040359","Ufl1","4",25.2486,25.26521,25.281821,"1",159.18884,"UNC2042171",7.16160532758333,FALSE
"ENSMUSP00000115022","ENSMUSG00000029622","Arpc1b","5",145.114215,145.12246,145.130705,"2",76.324382,"UNC3362231",7.16070724883922,FALSE
"ENSMUSP00000119275","ENSMUSG00000050335","Lgals3","14",47.367751,47.376956,47.38616,"17",88.676045,"UNC28560065",7.16041391077941,FALSE
"ENSMUSP00000129178","ENSMUSG00000001289","Pfdn5","15",102.326116,102.328994,102.331873,"9",115.089026,"UNC17182871",7.16014800002226,FALSE
"ENSMUSP00000037783","ENSMUSG00000033751","Gadd45gip1","8",84.831522,84.833502,84.835482,"4",155.825305,"UNC8532823",7.15977338453362,FALSE
"ENSMUSP00000031483","ENSMUSG00000029507","Pus1","5",110.773667,110.777163,110.780659,"7",134.407555,"UNC13909697",7.1571276895408,FALSE
"ENSMUSP00000001513","ENSMUSG00000001473","Tubb6","18",67.390717,67.396732,67.402748,"4",149.180404,"UNC8432284",7.15695603377554,FALSE
"ENSMUSP00000115615","ENSMUSG00000040752","Myh6","14",54.941921,54.954424,54.966927,"5",130.300758,"UNC10168352",7.15612168572806,FALSE
"ENSMUSP00000106961","ENSMUSG00000027247","Arhgap1","2",91.64986,91.661093,91.672326,"14",33.021587,"UNC23813728",7.15553721729706,FALSE
"ENSMUSP00000005705","ENSMUSG00000005566","Trim28","7",13.024152,13.027594,13.031035,"1",185.166356,"UNC2358746",7.15500713395963,FALSE
"ENSMUSP00000102254","ENSMUSG00000030770","Parva","7",112.427505,112.509598,112.591692,"14",21.474247,"UNC23676126",7.1548066521958,FALSE
"ENSMUSP00000099482","ENSMUSG00000074797","Itpa","2",130.66761,130.674612,130.681614,"5",105.895061,"UNC9855361",7.1539240525177,FALSE
"ENSMUSP00000019808","ENSMUSG00000011305","Plin5","17",56.111601,56.114598,56.117596,"1",37.582728,"JAX00247383",7.15302612354077,FALSE
"ENSMUSP00000031565","ENSMUSG00000029581","Fscn1","5",142.960343,142.966764,142.973185,"15",38.943031,"UNC150137904",7.15209748577754,FALSE
"ENSMUSP00000026576","ENSMUSG00000025503","Taldo1","7",141.392199,141.397584,141.402968,"5",130.300758,"UNC10168352",7.15137145260315,FALSE
"ENSMUSP00000123971","ENSMUSG00000084786","Ubl5","9",20.642878,20.645009,20.64714,"16",38.90331,"UNC26673071",7.15127180169638,FALSE
"ENSMUSP00000023269","ENSMUSG00000098274","RPL24","16",55.966275,55.968855,55.971435,"13",101.209232,"B6_rs3702296",7.15035001358834,FALSE
"ENSMUSP00000102536","ENSMUSG00000073982","Rhog","7",102.239123,102.244623,102.250123,"17",81.225543,"UNC28451894",7.15005455471498,FALSE
"ENSMUSP00000072929","ENSMUSG00000020311","Erlec1","11",30.930774,30.942554,30.954335,"10",67.040426,"UNC18138996",7.14840313555717,FALSE
"ENSMUSP00000054391","ENSMUSG00000027257","Pacsin3","2",91.255954,91.260316,91.264679,"X",10.613096,"UNC30642753",7.14742278439433,FALSE
"ENSMUSP00000000058","ENSMUSG00000000058","Cav2","6",17.281185,17.28515,17.289115,"6",46.506528,"UNC11012078",7.14551282231605,FALSE
"ENSMUSP00000088291","ENSMUSG00000038495","Otud7b","3",96.104527,96.132828,96.161129,"1",62.594156,"UNC789712",7.14546839439441,FALSE
"ENSMUSP00000056855","ENSMUSG00000060679","Mrps9","1",42.851233,42.878458,42.905682,"8",22.134555,"UNC080079721",7.14453622215915,FALSE
"ENSMUSP00000011934","ENSMUSG00000051747","Ttn","2",76.70398,76.843264,76.982547,"12",101.741189,"UNC21758880",7.14437782633145,FALSE
"ENSMUSP00000022163","ENSMUSG00000021660","Btf3","13",98.309896,98.313451,98.317006,"6",137.37247,"UNC12189148",7.14394221301359,FALSE
"ENSMUSP00000135199","ENSMUSG00000032336","Nptn","9",58.58224,58.620098,58.657955,"9",95.20864,"UNC16914101",7.14196778884453,FALSE
"ENSMUSP00000000756","ENSMUSG00000000740","Rpl13","8",123.10235,123.103797,123.105244,"5",123.225449,"UNC10065765",7.14103597098297,FALSE
"ENSMUSP00000025867","ENSMUSG00000024927","Rela","19",5.637483,5.642806,5.64813,"7",97.573921,"JAX00648164",7.14007734416304,FALSE
"ENSMUSP00000105045","ENSMUSG00000048486","Fitm2","2",163.466379,163.469504,163.472629,"3",148.035239,"UNC6499470",7.13937407385254,FALSE
"ENSMUSP00000023050","ENSMUSG00000022414","Tab1","15",80.133154,80.147428,80.161701,"2",17.705871,"UNC2654671",7.13925059455651,FALSE
"ENSMUSP00000045214","ENSMUSG00000037949","Ano10","9",122.175879,122.235126,122.294374,"3",137.952991,"UNC6346087",7.13821895648786,FALSE
"ENSMUSP00000115320","ENSMUSG00000057130","Txnl4a","18",80.206795,80.215164,80.223533,"10",122.184705,"UNC18877021",7.13662464402402,FALSE
"ENSMUSP00000136544","ENSMUSG00000066632","Pgk1-rs7","12",10.898566,10.899431,10.900296,"11",61.019003,"UNC19746623",7.13428729505309,FALSE
"ENSMUSP00000051708","ENSMUSG00000046727","Cystm1","18",36.345619,36.3743,36.40298,"X",38.903012,"JAX00710565",7.13369066031295,FALSE
"ENSMUSP00000023670","ENSMUSG00000022949","Clic6","16",92.485736,92.51349,92.541243,"16",93.643464,"UNC27424333",7.13299496566747,TRUE
"ENSMUSP00000137567","ENSMUSG00000053702","Nebl","2",17.343909,17.537686,17.731464,"15",78.10299,"UNC25930440",7.13237163799173,FALSE
"ENSMUSP00000112424","ENSMUSG00000020069","Hnrnph3","10",63.014664,63.01944,63.024217,"4",55.678737,"UNC7292793",7.13174318791726,FALSE
"ENSMUSP00000028005","ENSMUSG00000026688","Mgst3","1",167.371966,167.382904,167.393841,"X",163.416196,"UNC31544061",7.12984431363756,FALSE
"ENSMUSP00000021347","ENSMUSG00000020964","Sel1l","12",91.806043,91.8276,91.849157,"17",73.012961,"UNC28320285",7.12929537417111,FALSE
"ENSMUSP00000028368","ENSMUSG00000026988","Wdsub1","2",59.852364,59.867478,59.882591,"8",76.054339,"UNC15023824",7.12780291812273,FALSE
"ENSMUSP00000096950","ENSMUSG00000074793","Hspa12b","2",131.12728,131.1368,131.146321,"8",55.697337,"UNC14781171",7.12532669487014,FALSE
"ENSMUSP00000100104","ENSMUSG00000096336","Igkv1-135","6",67.609745,67.610126,67.610508,"10",126.081366,"UNC18939302",7.12506877151373,FALSE
"ENSMUSP00000045239","ENSMUSG00000034243","Golgb1","16",36.87514,36.904112,36.933085,"5",101.816188,"UNC9796278",7.12492883199404,FALSE
"ENSMUSP00000044797","ENSMUSG00000035933","Cog5","12",31.654869,31.79625,31.93763,"16",40.657654,"UNC26692260",7.12081376736797,FALSE
"ENSMUSP00000024042","ENSMUSG00000023272","Creld2","15",88.819646,88.823164,88.826681,"1",185.485288,"UNC2363161",7.11992076643068,FALSE
"ENSMUSP00000131943","ENSMUSG00000091780","Sco2","15",89.371639,89.372728,89.373818,"16",69.937684,"UNC27057492",7.11982641054784,FALSE
"ENSMUSP00000070355","ENSMUSG00000020015","Cdk17","10",93.160876,93.201109,93.241342,"4",68.756812,"UNC041806279",7.11962257370824,FALSE
"ENSMUSP00000031034","ENSMUSG00000029148","Nrbp1","5",31.240864,31.246215,31.251566,"3",69.758858,"UNC5471789",7.11936403778563,FALSE
"ENSMUSP00000047839","ENSMUSG00000040734","Ppp1r13l","7",19.359749,19.369141,19.378533,"X",52.92652,"UNC200012440",7.11935655213855,FALSE
"ENSMUSP00000045214","ENSMUSG00000037949","Ano10","9",122.175879,122.235126,122.294374,"1",113.394306,"UNC1442162",7.11898780333513,FALSE
"ENSMUSP00000097065","ENSMUSG00000025006","Sorbs1","19",40.295049,40.348658,40.402267,"9",114.473504,"UNC17171938",7.11887985732238,FALSE
"ENSMUSP00000125570","ENSMUSG00000079478","Sssca1","19",5.728088,5.72991,5.731732,"16",10.46049,"JAX00413722",7.1183535840171,FALSE
"ENSMUSP00000065940","ENSMUSG00000054717","Hmgb2","8",57.511843,57.513921,57.515999,"7",83.079622,"UNC13252136",7.11831262358916,FALSE
"ENSMUSP00000040580","ENSMUSG00000035473","Galm","17",80.127471,80.156286,80.185101,"10",69.653032,"UNC18175372",7.11709096828383,FALSE
"ENSMUSP00000113685","ENSMUSG00000055436","Srsf11","3",158.010473,158.023556,158.036639,"18",75.928594,"UNC29627248",7.11636110584911,FALSE
"ENSMUSP00000075683","ENSMUSG00000063931","Pepd","7",34.912379,34.978544,35.04471,"11",73.234611,"JAX00315299",7.11615006711305,FALSE
"ENSMUSP00000023869","ENSMUSG00000023106","Denr","5",123.907175,123.918004,123.928832,"13",101.468457,"JAX00368275",7.11543906365482,FALSE
"ENSMUSP00000021800","ENSMUSG00000021371","Mcur1","13",43.538412,43.549302,43.560191,"4",102.457507,"UNC7864927",7.11539068328804,FALSE
"ENSMUSP00000090349","ENSMUSG00000037608","Bclaf1","10",20.312469,20.327485,20.342501,"5",114.723198,"UNC9959892",7.1143600361395,FALSE
"ENSMUSP00000132443","ENSMUSG00000045948","Mrps12","7",28.739641,28.74073,28.74182,"3",128.106802,"UNC6207798",7.11341980737534,FALSE
"ENSMUSP00000078469","ENSMUSG00000052488","Cherp","8",72.460489,72.467861,72.475233,"15",97.620027,"UNC26188192",7.11324006599887,FALSE
"ENSMUSP00000129126","ENSMUSG00000025041","Nt5c2","19",46.886831,46.950992,47.015153,"9",51.419145,"UNC16356911",7.11234009477915,FALSE
"ENSMUSP00000115402","ENSMUSG00000028790","Khdrbs1","4",129.703164,129.722734,129.742303,"8",127.712256,"JAX00167483",7.11145363050673,FALSE
"ENSMUSP00000026405","ENSMUSG00000090247","Bloc1s1","10",128.917882,128.920958,128.924035,"11",19.542232,"JAX00305294",7.1112633689324,FALSE
"ENSMUSP00000081575","ENSMUSG00000066151","Fkbp15","4",62.300342,62.330445,62.360548,"11",104.604512,"UNC20296599",7.11092201480986,FALSE
"ENSMUSP00000099573","ENSMUSG00000005034","Prkacb","3",146.729579,146.77127,146.81296,"2",72.515832,"JAX00492953",7.11089658071255,FALSE
"ENSMUSP00000114402","ENSMUSG00000014551","Mrps25","6",92.169525,92.176779,92.184033,"5",113.297545,"JAX00592773",7.11081810892339,FALSE
"ENSMUSP00000066181","ENSMUSG00000052337","Immt","6",71.831331,71.853294,71.875257,"13",101.019401,"UNC23224121",7.1107670246937,FALSE
"ENSMUSP00000033741","ENSMUSG00000031375","Bgn","X",73.483602,73.489768,73.495933,"11",117.047075,"UNC20482098",7.11073068961237,FALSE
"ENSMUSP00000097756","ENSMUSG00000017132","Cyth1","11",118.132019,118.190306,118.248592,"7",19.932163,"JAX00633165",7.11011800406281,FALSE
"ENSMUSP00000111241","ENSMUSG00000005262","Ufd1l","16",18.811779,18.82352,18.835261,"14",93.787513,"UNC24512837",7.10959631956575,FALSE
"ENSMUSP00000115090","ENSMUSG00000029536","Gatc","5",115.333242,115.33721,115.341178,"7",18.171335,"JAX00632767",7.10942232672806,FALSE
"ENSMUSP00000086542","ENSMUSG00000027455","Nsfl1c","2",151.494182,151.502798,151.511414,"3",147.694028,"UNC6494500",7.10906444679233,FALSE
"ENSMUSP00000003521","ENSMUSG00000003429","Rps11","7",45.122388,45.123388,45.124389,"5",136.839581,"UNC10259802",7.1075747304628,FALSE
"ENSMUSP00000095970","ENSMUSG00000074064","Mlycd","8",119.394878,119.40299,119.411102,"2",60.315529,"UNC020395307",7.10738091851822,FALSE
"ENSMUSP00000076875","ENSMUSG00000029145","Eif2b4","5",31.187558,31.190494,31.19343,"18",15.810624,"UNC28786205",7.10727324652727,FALSE
"ENSMUSP00000050056","ENSMUSG00000024866","Acy3","19",3.986661,3.988334,3.990007,"13",112.037784,"UNC23385644",7.10725664884982,FALSE
"ENSMUSP00000076090","ENSMUSG00000062054","Iah1","12",21.316392,21.319998,21.323605,"7",127.709679,"UNC13814957",7.10638697978681,FALSE
"ENSMUSP00000022282","ENSMUSG00000021760","Gpx8","13",113.042763,113.044576,113.046388,"14",78.043014,"UNC24305857",7.10625234109242,FALSE
"ENSMUSP00000051215","ENSMUSG00000025877","Hk3","13",55.005985,55.013685,55.021385,"4",151.700526,"JAX00571088",7.10588920409092,FALSE
"ENSMUSP00000062110","ENSMUSG00000046985","Tapt1","5",44.175164,44.200885,44.226606,"5",8.798637,"UNC050013072",7.1056854815643,FALSE
"ENSMUSP00000117690","ENSMUSG00000000827","Tpd52l2","2",181.497142,181.507554,181.517966,"10",79.600532,"UNC18295082",7.10567970192339,FALSE
"ENSMUSP00000020283","ENSMUSG00000020086","H2afy2","10",61.738665,61.761406,61.784147,"9",73.717441,"UNC16629859",7.10500895742602,FALSE
"ENSMUSP00000104957","ENSMUSG00000061474","Mrps36","13",100.735955,100.740307,100.744659,"3",127.449271,"UNC6197113",7.1038931344,FALSE
"ENSMUSP00000042070","ENSMUSG00000036104","Rab3gap1","1",127.868773,127.90632,127.943868,"14",56.301832,"UNC24046561",7.10382238598183,FALSE
"ENSMUSP00000038924","ENSMUSG00000039048","Foxred1","9",35.204206,35.20763,35.211055,"17",42.254048,"UNC27868988",7.1025917771493,FALSE
"ENSMUSP00000064699","ENSMUSG00000054455","Vapb","2",173.737511,173.760924,173.784336,"5",66.482493,"UNC9367227",7.10249260800535,FALSE
"ENSMUSP00000100329","ENSMUSG00000094689","Ighv1-81","12",115.920279,115.920496,115.920712,"X",158.577777,"UNC31508535",7.09992799210717,FALSE
"ENSMUSP00000034946","ENSMUSG00000032382","Snx1","9",66.088133,66.10736,66.126587,"10",74.406346,"UNC18235923",7.09778624037569,FALSE
"ENSMUSP00000127646","ENSMUSG00000022620","Arsa","15",89.472476,89.47495,89.477425,"13",8.682925,"UNC22088733",7.09742288716523,FALSE
"ENSMUSP00000120632","ENSMUSG00000029246","Ppat","5",76.913249,76.932414,76.951578,"18",24.270164,"UNC28893734",7.09716523282683,FALSE
"ENSMUSP00000074399","ENSMUSG00000031511","Arhgef7","8",11.728105,11.781662,11.835219,"10",61.105061,"JAX00018601",7.09661188005607,FALSE
"ENSMUSP00000013886","ENSMUSG00000019254","Ppp1r12c","7",4.48152,4.4916,4.50168,"2",143.456543,"JAX00505842",7.09583834064072,FALSE
"ENSMUSP00000007814","ENSMUSG00000007670","Khsrp","17",57.021058,57.026282,57.031507,"3",144.263851,"UNC6443460",7.09581345672522,FALSE
"ENSMUSP00000076875","ENSMUSG00000029145","Eif2b4","5",31.187558,31.190494,31.19343,"4",82.180602,"UNC7612035",7.09369338879023,FALSE
"ENSMUSP00000034607","ENSMUSG00000032096","Arcn1","9",44.741564,44.754704,44.767845,"9",17.898502,"backupUNC090632081",7.09364433233488,FALSE
"ENSMUSP00000014546","ENSMUSG00000014402","Tsg101","7",46.888949,46.904459,46.919969,"14",21.81877,"UNC23680310",7.09276217752581,FALSE
"ENSMUSP00000020500","ENSMUSG00000020263","Appl2","10",83.600033,83.624386,83.648738,"19",7.541412,"JAX00469833",7.09182317491295,FALSE
"ENSMUSP00000081009","ENSMUSG00000049091","Sephs2","7",127.272561,127.27324,127.273919,"5",135.631989,"UNC10245009",7.09171687834689,FALSE
"ENSMUSP00000033723","ENSMUSG00000031357","Syap1","X",162.857057,162.872752,162.888447,"1",66.607515,"UNC837204",7.09079041198127,FALSE
"ENSMUSP00000079379","ENSMUSG00000058355","Abce1","8",79.683442,79.697591,79.71174,"9",118.85665,"UNC17242096",7.09068065730416,FALSE
"ENSMUSP00000008517","ENSMUSG00000008373","Prpf31","7",3.629985,3.636236,3.642486,"8",117.078645,"JAX00681593",7.08946409056377,FALSE
"ENSMUSP00000034277","ENSMUSG00000031819","Emc8","8",120.653914,120.661244,120.668573,"7",46.114939,"UNC12739723",7.08925680835194,FALSE
"ENSMUSP00000001042","ENSMUSG00000001016","Ilf2","3",90.476201,90.48229,90.488379,"4",54.511822,"UNC7277789",7.08865243200141,FALSE
"ENSMUSP00000106845","ENSMUSG00000073489","Ifi204","1",173.747293,173.757084,173.766876,"18",66.74196,"UNC29482980",7.08771481213311,FALSE
"ENSMUSP00000131943","ENSMUSG00000091780","Sco2","15",89.371639,89.372728,89.373818,"4",44.753612,"UNC040611770",7.08706033075757,FALSE
"ENSMUSP00000028328","ENSMUSG00000015085","Entpd2","2",25.395874,25.398598,25.401321,"5",66.519323,"UNC9367702",7.08603198630873,FALSE
"ENSMUSP00000031080","ENSMUSG00000029185","Fam114a1","5",64.970071,65.005972,65.041874,"4",114.513165,"JAX00562519",7.0860246494729,FALSE
"ENSMUSP00000062047","ENSMUSG00000034485","Uaca","9",60.794548,60.837459,60.88037,"7",138.149319,"UNC13965060",7.08464343295055,FALSE
"ENSMUSP00000034945","ENSMUSG00000032381","Fam96a","9",66.126611,66.132783,66.138955,"2",156.93808,"UNC4295628",7.08452249033891,FALSE
"ENSMUSP00000038144","ENSMUSG00000040945","Rcc2","4",140.700541,140.71188,140.72322,"14",77.845416,"JAX00384760",7.08399702313328,FALSE
"ENSMUSP00000024575","ENSMUSG00000023809","Rps6ka2","17",7.170115,7.236714,7.303313,"2",147.603271,"UNC4181581",7.08209644898917,FALSE
"ENSMUSP00000125415","ENSMUSG00000025979","Mob4","1",55.131231,55.143065,55.154899,"18",30.380302,"JAX00455093",7.08198206651379,FALSE
"ENSMUSP00000034339","ENSMUSG00000031871","Cdh5","8",104.101625,104.123064,104.144502,"X",57.221436,"UNC30849332",7.07928634784909,FALSE
"ENSMUSP00000025541","ENSMUSG00000024639","Gnaq","19",16.132831,16.260147,16.387463,"10",38.618709,"UNC17784455",7.07908751425755,FALSE
"ENSMUSP00000026262","ENSMUSG00000025232","Hexa","9",59.539667,59.552386,59.565105,"17",17.933928,"UNC27625166",7.07785116769074,FALSE
"ENSMUSP00000048603","ENSMUSG00000027742","Cog6","3",52.982123,52.999673,53.017223,"7",75.310988,"UNC13152809",7.07778749637233,FALSE
"ENSMUSP00000022322","ENSMUSG00000021794","Glud1","14",34.310727,34.327936,34.345144,"14",39.228308,"UNC23904037",7.07425647392571,FALSE
"ENSMUSP00000113685","ENSMUSG00000055436","Srsf11","3",158.010473,158.023556,158.036639,"7",29.626857,"UNC12559569",7.07396842269347,FALSE
"ENSMUSP00000002885","ENSMUSG00000002808","Epdr1","13",19.591709,19.60577,19.61983,"17",51.802245,"UNC28005450",7.07199557041296,FALSE
"ENSMUSP00000137123","ENSMUSG00000030592","Ryr1","7",29.00334,29.064246,29.125151,"10",119.719043,"UNC18839122",7.07120787655934,FALSE
"ENSMUSP00000024734","ENSMUSG00000023939","Mrpl14","17",45.686322,45.692408,45.698495,"1",193.778845,"UNC010680950",7.0702050515756,FALSE
"ENSMUSP00000127034","ENSMUSG00000059796","Eif4a1","11",69.666936,69.66968,69.672423,"9",77.929943,"UNC16685881",7.06815541958552,FALSE
"ENSMUSP00000036491","ENSMUSG00000039018","Mtg1","7",140.137564,140.144175,140.150786,"3",35.295823,"JAX00519431",7.06756501614276,FALSE
"ENSMUSP00000030243","ENSMUSG00000028518","Prkaa2","4",105.029874,105.069882,105.10989,"3",123.272438,"UNC6127794",7.06727127766209,FALSE
"ENSMUSP00000103557","ENSMUSG00000075700","Selt","3",58.576636,58.584884,58.593133,"10",116.138138,"UNC18788603",7.06492729454231,FALSE
"ENSMUSP00000001547","ENSMUSG00000001506","Col1a1","11",94.936224,94.944633,94.953042,"5",117.544286,"JAX00593949",7.06451694821943,FALSE
"ENSMUSP00000101829","ENSMUSG00000028268","Gbp3","3",142.560052,142.56663,142.573209,"11",55.263309,"backupUNC110068921",7.06347060268575,FALSE
"ENSMUSP00000019833","ENSMUSG00000019689","1110001J03Rik","6",38.533502,38.536476,38.539449,"5",40.759583,"UNC9023290",7.06339998616511,FALSE
"ENSMUSP00000082822","ENSMUSG00000029622","Arpc1b","5",145.114215,145.12246,145.130705,"1",187.894102,"UNC2393572",7.06329373341158,FALSE
"ENSMUSP00000102261","ENSMUSG00000003411","Rab3b","4",108.879063,108.911194,108.943324,"3",28.321306,"UNC4928340",7.06158099309161,FALSE
"ENSMUSP00000137585","ENSMUSG00000048126","Col6a3","1",90.765923,90.804947,90.843971,"3",147.694028,"UNC6494500",7.06144829898232,FALSE
"ENSMUSP00000101829","ENSMUSG00000028268","Gbp3","3",142.560052,142.56663,142.573209,"14",46.653178,"UNC23952418",7.06093998073893,FALSE
"ENSMUSP00000074293","ENSMUSG00000058013","Sept11","5",93.093457,93.134208,93.174958,"4",154.923675,"UNC8520308",7.06086011114111,FALSE
"ENSMUSP00000015877","ENSMUSG00000015733","Capza2","6",17.636234,17.651603,17.666972,"14",121.02252,"UNC24904152",7.06072776951385,FALSE
"ENSMUSP00000102716","ENSMUSG00000015943","Bola1","3",96.196588,96.208148,96.219709,"18",57.565401,"JAX00083833",7.06050718469303,FALSE
"ENSMUSP00000121557","ENSMUSG00000024099","Ndufv2","17",66.078795,66.090177,66.101559,"14",20.26372,"UNC23662352",7.0600245697076,FALSE
"ENSMUSP00000030986","ENSMUSG00000029103","Lrpap1","5",35.09149,35.098628,35.105766,"X",11.23471,"UNC30648078",7.05999870716563,FALSE
"ENSMUSP00000108875","ENSMUSG00000013736","Trnt1","6",106.76912,106.775797,106.782474,"11",102.80086,"UNC20271946",7.05962414471909,FALSE
"ENSMUSP00000021091","ENSMUSG00000020745","Pafah1b1","11",74.673949,74.69931,74.72467,"12",50.677266,"UNC21090398",7.05834909631231,FALSE
"ENSMUSP00000056862","ENSMUSG00000020836","Coro6","11",77.462411,77.466448,77.470484,"3",148.051587,"UNC6499664",7.05824847095544,FALSE
"ENSMUSP00000046639","ENSMUSG00000033624","Pdpr","8",111.09463,111.115852,111.137074,"4",154.996667,"UNC8521188",7.05819628096073,FALSE
"ENSMUSP00000027252","ENSMUSG00000026083","Eif5b","1",37.99801,38.026794,38.055579,"1",194.999951,"UNC2464526",7.05813592082353,FALSE
"ENSMUSP00000109071","ENSMUSG00000026159","Agfg1","1",82.839483,82.867879,82.896275,"14",104.437734,"UNC24658414",7.05805565382842,FALSE
"ENSMUSP00000118911","ENSMUSG00000022201","Zfr","15",12.117831,12.151757,12.185683,"19",48.052171,"UNC30420826",7.05751870696941,FALSE
"ENSMUSP00000100462","ENSMUSG00000076934","Iglv1","16",19.085017,19.085238,19.08546,"11",104.677461,"UNC20297778",7.05628062163085,FALSE
"ENSMUSP00000109398","ENSMUSG00000060890","Arr3","X",100.605497,100.611995,100.618493,"17",91.18866,"UNC28599314",7.0560528282261,FALSE
"ENSMUSP00000132450","ENSMUSG00000016541","Atxn10","15",85.336381,85.400108,85.463836,"3",131.121765,"UNC6251782",7.05596703364676,FALSE
"ENSMUSP00000111498","ENSMUSG00000024302","Dtna","18",23.415415,23.537564,23.659714,"16",94.967201,"UNC27443481",7.0548153326936,FALSE
"ENSMUSP00000034400","ENSMUSG00000031924","Cyb5b","8",107.150661,107.169066,107.18747,"7",129.847638,"JAX00655818",7.05456161013767,FALSE
"ENSMUSP00000029355","ENSMUSG00000027784","Ppm1l","3",69.316861,69.438832,69.560802,"4",108.585474,"backupUNC040220249",7.05397611389619,FALSE
"ENSMUSP00000066860","ENSMUSG00000025092","Hspa12a","19",58.795751,58.828368,58.860984,"X",23.322349,"UNC30737281",7.05329103917678,FALSE
